type	FP	TP	FN	TP.baseline	precision	recall	F1	qual	exp	method	sample	region	eval	min.cov
DEL	0	0	2273	0	NA	0	NA	550	giab6_hg38	hsvlr_graph	HG002	highconf	call	0.5
Total	0	0	5865	0	NA	0	NA	650	giab6_hg38	hsvlr_graph	HG002	highconf	call	0.5
INS	0	0	3592	0	NA	0	NA	650	giab6_hg38	hsvlr_graph	HG002	highconf	call	0.5
DEL	0	0	2273	0	NA	0	NA	650	giab6_hg38	hsvlr_graph	HG002	highconf	call	0.5
Total	465	5053	842	5023	0.9157	0.8564	0.8851	0	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	430	2862	757	2835	0.8694	0.7893	0.8274	0	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	35	2191	85	2188	0.9843	0.9626	0.9733	0	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	421	4972	922	4943	0.9219	0.8428	0.8806	2	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	387	2800	818	2774	0.8786	0.7723	0.822	2	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	34	2172	104	2169	0.9846	0.9542	0.9692	2	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	404	4952	942	4923	0.9246	0.8394	0.8799	3	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	370	2780	838	2754	0.8825	0.7667	0.8205	3	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	34	2172	104	2169	0.9846	0.9542	0.9692	3	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	385	4904	990	4875	0.9272	0.8312	0.8766	4	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	352	2732	886	2706	0.8859	0.7533	0.8142	4	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	33	2172	104	2169	0.985	0.9542	0.9694	4	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	371	4888	1006	4859	0.9295	0.8285	0.8761	5	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	341	2718	900	2692	0.8885	0.7494	0.813	5	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	30	2170	106	2167	0.9864	0.9534	0.9696	5	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	354	4863	1030	4835	0.9321	0.8244	0.8749	7	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	326	2695	922	2670	0.8921	0.7433	0.8109	7	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	28	2168	108	2165	0.9872	0.9525	0.9695	7	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	315	4786	1104	4761	0.9382	0.8118	0.8704	10	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	287	2625	990	2602	0.9014	0.7244	0.8033	10	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	28	2161	114	2159	0.9872	0.9498	0.9681	10	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	307	4765	1125	4740	0.9395	0.8082	0.8689	12	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	282	2604	1011	2581	0.9023	0.7185	0.8	12	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	25	2161	114	2159	0.9886	0.9498	0.9688	12	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	286	4703	1184	4681	0.9427	0.7981	0.8644	14	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	261	2550	1062	2530	0.9072	0.7043	0.793	14	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	25	2153	122	2151	0.9885	0.9463	0.9669	14	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	222	4573	1311	4554	0.9537	0.7765	0.856	21	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	206	2433	1176	2416	0.9219	0.6726	0.7778	21	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	16	2140	135	2138	0.9926	0.9406	0.9659	21	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	177	4472	1411	4454	0.9619	0.7594	0.8487	27	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	166	2348	1260	2332	0.934	0.6492	0.766	27	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	11	2124	151	2122	0.9948	0.9336	0.9632	27	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	161	4383	1498	4367	0.9646	0.7446	0.8404	35	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	151	2280	1326	2266	0.9379	0.6308	0.7543	35	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	10	2103	172	2101	0.9953	0.9243	0.9585	35	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	132	4213	1667	4198	0.9696	0.7158	0.8236	45	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	123	2157	1448	2144	0.9461	0.5969	0.732	45	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	9	2056	219	2054	0.9956	0.9037	0.9474	45	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	122	4111	1769	4096	0.9712	0.6984	0.8125	50	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	113	2086	1519	2073	0.9486	0.5771	0.7176	50	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	9	2025	250	2023	0.9956	0.89	0.9398	50	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	106	3927	1952	3913	0.9737	0.6672	0.7918	60	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	97	1963	1641	1951	0.9529	0.5432	0.692	60	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	9	1964	311	1962	0.9954	0.8632	0.9246	60	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	82	3642	2236	3629	0.978	0.6188	0.758	75	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	77	1808	1795	1797	0.9592	0.5003	0.6576	75	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	5	1834	441	1832	0.9973	0.806	0.8915	75	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	72	3262	2610	3255	0.9784	0.555	0.7082	90	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	68	1638	1959	1633	0.9601	0.4546	0.617	90	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	4	1624	651	1622	0.9975	0.7136	0.832	90	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	66	3029	2842	3023	0.9787	0.5154	0.6752	99	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	62	1537	2059	1533	0.9612	0.4268	0.5911	99	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	4	1492	783	1490	0.9973	0.6555	0.7911	99	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	57	2734	3136	2729	0.9796	0.4653	0.6309	110	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	54	1383	2213	1379	0.9624	0.3839	0.5489	110	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	3	1351	923	1350	0.9978	0.5939	0.7446	110	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	47	2355	3515	2350	0.9804	0.4007	0.5689	133	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	45	1188	2408	1184	0.9635	0.3296	0.4912	133	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	2	1167	1107	1166	0.9983	0.513	0.6777	133	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	41	2100	3770	2095	0.9809	0.3572	0.5237	167	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	40	1020	2576	1016	0.9623	0.2829	0.4373	167	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	1	1080	1194	1079	0.9991	0.4747	0.6436	167	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	38	2020	3850	2015	0.9815	0.3436	0.509	180	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	37	973	2623	969	0.9634	0.2698	0.4215	180	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	1	1047	1227	1046	0.999	0.4602	0.6301	180	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	26	1419	4450	1415	0.982	0.2413	0.3874	250	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	26	619	2976	616	0.9597	0.1715	0.291	250	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	0	800	1474	799	1	0.3515	0.5202	250	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	0	0	5865	0	NA	0	NA	350	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	0	0	3592	0	NA	0	NA	350	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	0	0	2273	0	NA	0	NA	350	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	0	0	5865	0	NA	0	NA	450	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	0	0	3592	0	NA	0	NA	450	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	0	0	2273	0	NA	0	NA	450	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	0	0	5865	0	NA	0	NA	550	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	0	0	3592	0	NA	0	NA	550	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	0	0	2273	0	NA	0	NA	550	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
Total	0	0	5865	0	NA	0	NA	650	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
INS	0	0	3592	0	NA	0	NA	650	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
DEL	0	0	2273	0	NA	0	NA	650	giab6_hg38	hsvlr_graph	HG002	highconf	geno	0.5
