type	FP	TP	FN	TP.baseline	precision	recall	F1	qual	exp	method	sample	region	eval	min.cov
DEL	95	1008	1877	1007	0.9139	0.3492	0.5053	75	hgsvc	vg	HG00733	highconf	geno	0.5
Total	212	1531	5293	1530	0.8784	0.2242	0.3572	90	hgsvc	vg	HG00733	highconf	geno	0.5
INS	131	701	3238	701	0.8425	0.178	0.2939	90	hgsvc	vg	HG00733	highconf	geno	0.5
DEL	81	830	2055	829	0.9111	0.2874	0.437	90	hgsvc	vg	HG00733	highconf	geno	0.5
Total	196	1405	5419	1404	0.8776	0.2058	0.3334	99	hgsvc	vg	HG00733	highconf	geno	0.5
INS	118	629	3310	629	0.842	0.1597	0.2685	99	hgsvc	vg	HG00733	highconf	geno	0.5
DEL	78	776	2109	775	0.9087	0.2687	0.4148	99	hgsvc	vg	HG00733	highconf	geno	0.5
Total	163	1273	5551	1272	0.8865	0.1864	0.308	110	hgsvc	vg	HG00733	highconf	geno	0.5
INS	101	558	3381	558	0.8467	0.1417	0.2428	110	hgsvc	vg	HG00733	highconf	geno	0.5
DEL	62	715	2170	714	0.9202	0.2476	0.3902	110	hgsvc	vg	HG00733	highconf	geno	0.5
Total	122	972	5852	971	0.8885	0.1423	0.2453	133	hgsvc	vg	HG00733	highconf	geno	0.5
INS	73	404	3535	404	0.847	0.1026	0.183	133	hgsvc	vg	HG00733	highconf	geno	0.5
DEL	49	568	2317	567	0.9206	0.1966	0.324	133	hgsvc	vg	HG00733	highconf	geno	0.5
Total	84	613	6211	612	0.8795	0.0897	0.1628	167	hgsvc	vg	HG00733	highconf	geno	0.5
INS	48	239	3700	239	0.8328	0.0607	0.1132	167	hgsvc	vg	HG00733	highconf	geno	0.5
DEL	36	374	2511	373	0.9122	0.1293	0.2265	167	hgsvc	vg	HG00733	highconf	geno	0.5
Total	71	526	6298	525	0.8811	0.0769	0.1415	180	hgsvc	vg	HG00733	highconf	geno	0.5
INS	42	197	3742	197	0.8243	0.05	0.0943	180	hgsvc	vg	HG00733	highconf	geno	0.5
DEL	29	329	2556	328	0.919	0.1137	0.2024	180	hgsvc	vg	HG00733	highconf	geno	0.5
Total	25	159	6664	159	0.8641	0.0233	0.0454	250	hgsvc	vg	HG00733	highconf	geno	0.5
INS	18	62	3877	62	0.775	0.0157	0.0308	250	hgsvc	vg	HG00733	highconf	geno	0.5
DEL	7	97	2787	97	0.9327	0.0336	0.0649	250	hgsvc	vg	HG00733	highconf	geno	0.5
Total	0	0	6823	0	NA	0	NA	350	hgsvc	vg	HG00733	highconf	geno	0.5
INS	0	0	3939	0	NA	0	NA	350	hgsvc	vg	HG00733	highconf	geno	0.5
DEL	0	0	2884	0	NA	0	NA	350	hgsvc	vg	HG00733	highconf	geno	0.5
Total	0	0	6823	0	NA	0	NA	450	hgsvc	vg	HG00733	highconf	geno	0.5
INS	0	0	3939	0	NA	0	NA	450	hgsvc	vg	HG00733	highconf	geno	0.5
DEL	0	0	2884	0	NA	0	NA	450	hgsvc	vg	HG00733	highconf	geno	0.5
Total	0	0	6823	0	NA	0	NA	550	hgsvc	vg	HG00733	highconf	geno	0.5
INS	0	0	3939	0	NA	0	NA	550	hgsvc	vg	HG00733	highconf	geno	0.5
DEL	0	0	2884	0	NA	0	NA	550	hgsvc	vg	HG00733	highconf	geno	0.5
Total	0	0	6823	0	NA	0	NA	650	hgsvc	vg	HG00733	highconf	geno	0.5
INS	0	0	3939	0	NA	0	NA	650	hgsvc	vg	HG00733	highconf	geno	0.5
DEL	0	0	2884	0	NA	0	NA	650	hgsvc	vg	HG00733	highconf	geno	0.5
Total	8847	22872	3439	22814	0.7211	0.869	0.7882	0	hgsvc	vg	NA19240	all	call	0.5
INS	7028	12180	1760	11653	0.6341	0.8688	0.7331	0	hgsvc	vg	NA19240	all	call	0.5
DEL	1819	10692	1679	11161	0.8546	0.8692	0.8618	0	hgsvc	vg	NA19240	all	call	0.5
Total	8028	20437	5277	20976	0.718	0.799	0.7563	2	hgsvc	vg	NA19240	all	call	0.5
INS	6557	11410	2258	11155	0.6351	0.8317	0.7202	2	hgsvc	vg	NA19240	all	call	0.5
DEL	1471	9027	3019	9821	0.8599	0.7649	0.8096	2	hgsvc	vg	NA19240	all	call	0.5
Total	7729	19920	5657	20596	0.7205	0.7845	0.7511	3	hgsvc	vg	NA19240	all	call	0.5
INS	6322	11037	2516	10897	0.6358	0.8124	0.7133	3	hgsvc	vg	NA19240	all	call	0.5
DEL	1407	8883	3141	9699	0.8633	0.7554	0.8058	3	hgsvc	vg	NA19240	all	call	0.5
Total	7301	18985	6473	19780	0.7222	0.7534	0.7375	4	hgsvc	vg	NA19240	all	call	0.5
INS	5919	10316	3149	10264	0.6354	0.7652	0.6943	4	hgsvc	vg	NA19240	all	call	0.5
DEL	1382	8669	3324	9516	0.8625	0.7411	0.7972	4	hgsvc	vg	NA19240	all	call	0.5
Total	7144	18651	6730	19523	0.723	0.7436	0.7332	5	hgsvc	vg	NA19240	all	call	0.5
INS	5783	10071	3335	10078	0.6352	0.7514	0.6884	5	hgsvc	vg	NA19240	all	call	0.5
DEL	1361	8580	3395	9445	0.8631	0.7356	0.7943	5	hgsvc	vg	NA19240	all	call	0.5
Total	6894	18130	7172	19081	0.7245	0.7268	0.7256	7	hgsvc	vg	NA19240	all	call	0.5
INS	5591	9720	3640	9773	0.6348	0.7286	0.6785	7	hgsvc	vg	NA19240	all	call	0.5
DEL	1303	8410	3532	9308	0.8658	0.7249	0.7891	7	hgsvc	vg	NA19240	all	call	0.5
Total	6331	17018	8173	18080	0.7289	0.6887	0.7082	10	hgsvc	vg	NA19240	all	call	0.5
INS	5127	9017	4235	9178	0.6375	0.6843	0.6601	10	hgsvc	vg	NA19240	all	call	0.5
DEL	1204	8001	3938	8902	0.8692	0.6933	0.7713	10	hgsvc	vg	NA19240	all	call	0.5
Total	6196	16720	8387	17866	0.7296	0.6805	0.7042	12	hgsvc	vg	NA19240	all	call	0.5
INS	5017	8823	4363	9050	0.6375	0.6747	0.6556	12	hgsvc	vg	NA19240	all	call	0.5
DEL	1179	7897	4024	8816	0.8701	0.6866	0.7675	12	hgsvc	vg	NA19240	all	call	0.5
Total	5888	16005	8947	17306	0.7311	0.6592	0.6933	14	hgsvc	vg	NA19240	all	call	0.5
INS	4764	8336	4696	8717	0.6363	0.6499	0.643	14	hgsvc	vg	NA19240	all	call	0.5
DEL	1124	7669	4251	8589	0.8722	0.6689	0.7571	14	hgsvc	vg	NA19240	all	call	0.5
Total	5148	14306	10255	15998	0.7354	0.6094	0.6665	21	hgsvc	vg	NA19240	all	call	0.5
INS	4148	7264	5437	7976	0.6365	0.5946	0.6148	21	hgsvc	vg	NA19240	all	call	0.5
DEL	1000	7042	4818	8022	0.8757	0.6248	0.7293	21	hgsvc	vg	NA19240	all	call	0.5
Total	4167	12038	12503	13750	0.7429	0.5237	0.6143	27	hgsvc	vg	NA19240	all	call	0.5
INS	3353	5940	6693	6720	0.6392	0.501	0.5617	27	hgsvc	vg	NA19240	all	call	0.5
DEL	814	6098	5810	7030	0.8822	0.5475	0.6757	27	hgsvc	vg	NA19240	all	call	0.5
Total	3881	11230	13297	12956	0.7432	0.4935	0.5931	35	hgsvc	vg	NA19240	all	call	0.5
INS	3123	5550	7036	6377	0.6399	0.4754	0.5455	35	hgsvc	vg	NA19240	all	call	0.5
DEL	758	5680	6261	6579	0.8823	0.5124	0.6483	35	hgsvc	vg	NA19240	all	call	0.5
Total	3308	9855	14605	11648	0.7487	0.4437	0.5572	45	hgsvc	vg	NA19240	all	call	0.5
INS	2643	4818	7647	5766	0.6458	0.4299	0.5162	45	hgsvc	vg	NA19240	all	call	0.5
DEL	665	5037	6958	5882	0.8834	0.4581	0.6033	45	hgsvc	vg	NA19240	all	call	0.5
Total	2953	8899	15685	10568	0.7508	0.4025	0.5241	50	hgsvc	vg	NA19240	all	call	0.5
INS	2347	4287	8226	5187	0.6462	0.3867	0.4839	50	hgsvc	vg	NA19240	all	call	0.5
DEL	606	4612	7459	5381	0.8839	0.4191	0.5686	50	hgsvc	vg	NA19240	all	call	0.5
Total	2565	7721	16962	9291	0.7506	0.3539	0.481	60	hgsvc	vg	NA19240	all	call	0.5
INS	2031	3701	8845	4568	0.6457	0.3406	0.446	60	hgsvc	vg	NA19240	all	call	0.5
DEL	534	4020	8117	4723	0.8827	0.3678	0.5192	60	hgsvc	vg	NA19240	all	call	0.5
Total	1994	6099	18914	7339	0.7536	0.2795	0.4078	75	hgsvc	vg	NA19240	all	call	0.5
INS	1568	2901	9836	3577	0.6491	0.2667	0.3781	75	hgsvc	vg	NA19240	all	call	0.5
DEL	426	3198	9078	3762	0.8825	0.293	0.4399	75	hgsvc	vg	NA19240	all	call	0.5
Total	1711	5210	19879	6374	0.7528	0.2428	0.3672	90	hgsvc	vg	NA19240	all	call	0.5
INS	1339	2487	10265	3148	0.65	0.2347	0.3449	90	hgsvc	vg	NA19240	all	call	0.5
DEL	372	2723	9614	3226	0.8798	0.2512	0.3908	90	hgsvc	vg	NA19240	all	call	0.5
Total	1526	4725	20457	5796	0.7559	0.2208	0.3418	99	hgsvc	vg	NA19240	all	call	0.5
INS	1188	2239	10555	2858	0.6533	0.2131	0.3214	99	hgsvc	vg	NA19240	all	call	0.5
DEL	338	2486	9902	2938	0.8803	0.2288	0.3632	99	hgsvc	vg	NA19240	all	call	0.5
Total	1392	4230	21027	5226	0.7524	0.1991	0.3149	110	hgsvc	vg	NA19240	all	call	0.5
INS	1087	1999	10841	2572	0.6478	0.1918	0.296	110	hgsvc	vg	NA19240	all	call	0.5
DEL	305	2231	10186	2654	0.8797	0.2067	0.3347	110	hgsvc	vg	NA19240	all	call	0.5
Total	1070	3166	22277	3976	0.7474	0.1514	0.2518	133	hgsvc	vg	NA19240	all	call	0.5
INS	831	1476	11457	1956	0.6398	0.1458	0.2375	133	hgsvc	vg	NA19240	all	call	0.5
DEL	239	1690	10820	2020	0.8761	0.1573	0.2667	133	hgsvc	vg	NA19240	all	call	0.5
Total	700	2052	23586	2667	0.7456	0.1016	0.1788	167	hgsvc	vg	NA19240	all	call	0.5
INS	539	952	12106	1307	0.6385	0.0974	0.169	167	hgsvc	vg	NA19240	all	call	0.5
DEL	161	1100	11480	1360	0.8723	0.1059	0.1889	167	hgsvc	vg	NA19240	all	call	0.5
Total	597	1803	23899	2354	0.7512	0.0897	0.1603	180	hgsvc	vg	NA19240	all	call	0.5
INS	459	828	12287	1126	0.6434	0.0839	0.1484	180	hgsvc	vg	NA19240	all	call	0.5
DEL	138	975	11612	1228	0.876	0.0956	0.1724	180	hgsvc	vg	NA19240	all	call	0.5
Total	283	610	25407	846	0.6831	0.0322	0.0615	250	hgsvc	vg	NA19240	all	call	0.5
INS	222	334	12940	473	0.6007	0.0353	0.0667	250	hgsvc	vg	NA19240	all	call	0.5
DEL	61	276	12467	373	0.819	0.029	0.056	250	hgsvc	vg	NA19240	all	call	0.5
Total	0	0	26253	0	NA	0	NA	350	hgsvc	vg	NA19240	all	call	0.5
INS	0	0	13413	0	NA	0	NA	350	hgsvc	vg	NA19240	all	call	0.5
DEL	0	0	12840	0	NA	0	NA	350	hgsvc	vg	NA19240	all	call	0.5
Total	0	0	26253	0	NA	0	NA	450	hgsvc	vg	NA19240	all	call	0.5
INS	0	0	13413	0	NA	0	NA	450	hgsvc	vg	NA19240	all	call	0.5
DEL	0	0	12840	0	NA	0	NA	450	hgsvc	vg	NA19240	all	call	0.5
Total	0	0	26253	0	NA	0	NA	550	hgsvc	vg	NA19240	all	call	0.5
INS	0	0	13413	0	NA	0	NA	550	hgsvc	vg	NA19240	all	call	0.5
DEL	0	0	12840	0	NA	0	NA	550	hgsvc	vg	NA19240	all	call	0.5
Total	0	0	26253	0	NA	0	NA	650	hgsvc	vg	NA19240	all	call	0.5
INS	0	0	13413	0	NA	0	NA	650	hgsvc	vg	NA19240	all	call	0.5
DEL	0	0	12840	0	NA	0	NA	650	hgsvc	vg	NA19240	all	call	0.5
Total	14441	14084	8131	14084	0.4937	0.634	0.5551	0	hgsvc	vg	NA19240	all	geno	0.5
INS	10204	6668	3958	6668	0.3952	0.6275	0.485	0	hgsvc	vg	NA19240	all	geno	0.5
DEL	4237	7416	4173	7416	0.6364	0.6399	0.6381	0	hgsvc	vg	NA19240	all	geno	0.5
Total	12648	13008	9207	13008	0.507	0.5856	0.5435	2	hgsvc	vg	NA19240	all	geno	0.5
INS	9445	6377	4249	6377	0.403	0.6001	0.4822	2	hgsvc	vg	NA19240	all	geno	0.5
DEL	3203	6631	4958	6631	0.6743	0.5722	0.6191	2	hgsvc	vg	NA19240	all	geno	0.5
Total	12187	12763	9452	12763	0.5115	0.5745	0.5412	3	hgsvc	vg	NA19240	all	geno	0.5
INS	9091	6215	4411	6215	0.406	0.5849	0.4793	3	hgsvc	vg	NA19240	all	geno	0.5
DEL	3096	6548	5041	6548	0.679	0.565	0.6168	3	hgsvc	vg	NA19240	all	geno	0.5
Total	11347	12313	9902	12313	0.5204	0.5543	0.5368	4	hgsvc	vg	NA19240	all	geno	0.5
INS	8358	5876	4750	5876	0.4128	0.553	0.4727	4	hgsvc	vg	NA19240	all	geno	0.5
DEL	2989	6437	5152	6437	0.6829	0.5554	0.6126	4	hgsvc	vg	NA19240	all	geno	0.5
Total	11065	12163	10052	12163	0.5236	0.5475	0.5353	5	hgsvc	vg	NA19240	all	geno	0.5
INS	8128	5770	4856	5770	0.4152	0.543	0.4706	5	hgsvc	vg	NA19240	all	geno	0.5
DEL	2937	6393	5196	6393	0.6852	0.5516	0.6112	5	hgsvc	vg	NA19240	all	geno	0.5
Total	10596	11927	10288	11927	0.5295	0.5369	0.5332	7	hgsvc	vg	NA19240	all	geno	0.5
INS	7782	5626	5000	5626	0.4196	0.5295	0.4682	7	hgsvc	vg	NA19240	all	geno	0.5
DEL	2814	6301	5288	6301	0.6913	0.5437	0.6087	7	hgsvc	vg	NA19240	all	geno	0.5
Total	9602	11361	10854	11361	0.542	0.5114	0.5263	10	hgsvc	vg	NA19240	all	geno	0.5
INS	7057	5275	5351	5275	0.4277	0.4964	0.4595	10	hgsvc	vg	NA19240	all	geno	0.5
DEL	2545	6086	5503	6086	0.7051	0.5252	0.602	10	hgsvc	vg	NA19240	all	geno	0.5
Total	9327	11196	11019	11196	0.5455	0.504	0.5239	12	hgsvc	vg	NA19240	all	geno	0.5
INS	6851	5176	5450	5176	0.4304	0.4871	0.457	12	hgsvc	vg	NA19240	all	geno	0.5
DEL	2476	6020	5569	6020	0.7086	0.5195	0.5995	12	hgsvc	vg	NA19240	all	geno	0.5
Total	8812	10799	11416	10799	0.5507	0.4861	0.5164	14	hgsvc	vg	NA19240	all	geno	0.5
INS	6454	4926	5700	4926	0.4329	0.4636	0.4477	14	hgsvc	vg	NA19240	all	geno	0.5
DEL	2358	5873	5716	5873	0.7135	0.5068	0.5926	14	hgsvc	vg	NA19240	all	geno	0.5
Total	7557	9940	12275	9940	0.5681	0.4474	0.5006	21	hgsvc	vg	NA19240	all	geno	0.5
INS	5512	4440	6186	4440	0.4461	0.4178	0.4315	21	hgsvc	vg	NA19240	all	geno	0.5
DEL	2045	5500	6089	5500	0.729	0.4746	0.5749	21	hgsvc	vg	NA19240	all	geno	0.5
Total	5992	8819	13396	8819	0.5954	0.397	0.4764	27	hgsvc	vg	NA19240	all	geno	0.5
INS	4386	3847	6779	3847	0.4673	0.362	0.408	27	hgsvc	vg	NA19240	all	geno	0.5
DEL	1606	4972	6617	4972	0.7559	0.429	0.5474	27	hgsvc	vg	NA19240	all	geno	0.5
Total	5405	8233	13982	8233	0.6037	0.3706	0.4593	35	hgsvc	vg	NA19240	all	geno	0.5
INS	3956	3586	7040	3586	0.4755	0.3375	0.3948	35	hgsvc	vg	NA19240	all	geno	0.5
DEL	1449	4647	6942	4647	0.7623	0.401	0.5255	35	hgsvc	vg	NA19240	all	geno	0.5
Total	4515	7318	14897	7318	0.6184	0.3294	0.4298	45	hgsvc	vg	NA19240	all	geno	0.5
INS	3272	3172	7454	3172	0.4922	0.2985	0.3716	45	hgsvc	vg	NA19240	all	geno	0.5
DEL	1243	4146	7443	4146	0.7693	0.3578	0.4884	45	hgsvc	vg	NA19240	all	geno	0.5
Total	4021	6666	15549	6666	0.6237	0.3001	0.4052	50	hgsvc	vg	NA19240	all	geno	0.5
INS	2908	2839	7787	2839	0.494	0.2672	0.3468	50	hgsvc	vg	NA19240	all	geno	0.5
DEL	1113	3827	7762	3827	0.7747	0.3302	0.463	50	hgsvc	vg	NA19240	all	geno	0.5
Total	3407	5844	16371	5844	0.6317	0.2631	0.3715	60	hgsvc	vg	NA19240	all	geno	0.5
INS	2464	2482	8144	2482	0.5018	0.2336	0.3188	60	hgsvc	vg	NA19240	all	geno	0.5
DEL	943	3362	8227	3362	0.781	0.2901	0.4231	60	hgsvc	vg	NA19240	all	geno	0.5
Total	2608	4672	17543	4672	0.6418	0.2103	0.3168	75	hgsvc	vg	NA19240	all	geno	0.5
INS	1858	2005	8621	2005	0.519	0.1887	0.2768	75	hgsvc	vg	NA19240	all	geno	0.5
DEL	750	2667	8922	2667	0.7805	0.2301	0.3554	75	hgsvc	vg	NA19240	all	geno	0.5
Total	2197	3974	18241	3974	0.644	0.1789	0.28	90	hgsvc	vg	NA19240	all	geno	0.5
INS	1554	1698	8928	1698	0.5221	0.1598	0.2447	90	hgsvc	vg	NA19240	all	geno	0.5
DEL	643	2276	9313	2276	0.7797	0.1964	0.3138	90	hgsvc	vg	NA19240	all	geno	0.5
Total	1939	3624	18591	3624	0.6514	0.1631	0.2609	99	hgsvc	vg	NA19240	all	geno	0.5
INS	1368	1534	9092	1534	0.5286	0.1444	0.2268	99	hgsvc	vg	NA19240	all	geno	0.5
DEL	571	2090	9499	2090	0.7854	0.1803	0.2933	99	hgsvc	vg	NA19240	all	geno	0.5
Total	1718	3269	18946	3269	0.6555	0.1472	0.2404	110	hgsvc	vg	NA19240	all	geno	0.5
INS	1222	1371	9255	1371	0.5287	0.129	0.2074	110	hgsvc	vg	NA19240	all	geno	0.5
DEL	496	1898	9691	1898	0.7928	0.1638	0.2715	110	hgsvc	vg	NA19240	all	geno	0.5
Total	1303	2443	19772	2443	0.6522	0.11	0.1882	133	hgsvc	vg	NA19240	all	geno	0.5
INS	923	1004	9622	1004	0.521	0.0945	0.16	133	hgsvc	vg	NA19240	all	geno	0.5
DEL	380	1439	10150	1439	0.7911	0.1242	0.2147	133	hgsvc	vg	NA19240	all	geno	0.5
Total	828	1608	20607	1608	0.6601	0.0724	0.1305	167	hgsvc	vg	NA19240	all	geno	0.5
INS	589	661	9965	661	0.5288	0.0622	0.1113	167	hgsvc	vg	NA19240	all	geno	0.5
DEL	239	947	10642	947	0.7985	0.0817	0.1482	167	hgsvc	vg	NA19240	all	geno	0.5
Total	694	1413	20802	1413	0.6706	0.0636	0.1162	180	hgsvc	vg	NA19240	all	geno	0.5
INS	490	580	10046	580	0.5421	0.0546	0.0992	180	hgsvc	vg	NA19240	all	geno	0.5
DEL	204	833	10756	833	0.8033	0.0719	0.132	180	hgsvc	vg	NA19240	all	geno	0.5
Total	294	448	21767	448	0.6038	0.0202	0.0391	250	hgsvc	vg	NA19240	all	geno	0.5
INS	215	229	10397	229	0.5158	0.0216	0.0415	250	hgsvc	vg	NA19240	all	geno	0.5
DEL	79	219	11370	219	0.7349	0.0189	0.0369	250	hgsvc	vg	NA19240	all	geno	0.5
Total	0	0	22215	0	NA	0	NA	350	hgsvc	vg	NA19240	all	geno	0.5
INS	0	0	10626	0	NA	0	NA	350	hgsvc	vg	NA19240	all	geno	0.5
DEL	0	0	11589	0	NA	0	NA	350	hgsvc	vg	NA19240	all	geno	0.5
Total	0	0	22215	0	NA	0	NA	450	hgsvc	vg	NA19240	all	geno	0.5
INS	0	0	10626	0	NA	0	NA	450	hgsvc	vg	NA19240	all	geno	0.5
DEL	0	0	11589	0	NA	0	NA	450	hgsvc	vg	NA19240	all	geno	0.5
Total	0	0	22215	0	NA	0	NA	550	hgsvc	vg	NA19240	all	geno	0.5
INS	0	0	10626	0	NA	0	NA	550	hgsvc	vg	NA19240	all	geno	0.5
DEL	0	0	11589	0	NA	0	NA	550	hgsvc	vg	NA19240	all	geno	0.5
Total	0	0	22215	0	NA	0	NA	650	hgsvc	vg	NA19240	all	geno	0.5
INS	0	0	10626	0	NA	0	NA	650	hgsvc	vg	NA19240	all	geno	0.5
DEL	0	0	11589	0	NA	0	NA	650	hgsvc	vg	NA19240	all	geno	0.5
Total	1239	5943	1159	6473	0.8275	0.8481	0.8377	0	hgsvc	vg	NA19240	highconf	call	0.5
INS	1078	3147	704	3599	0.7449	0.8364	0.788	0	hgsvc	vg	NA19240	highconf	call	0.5
DEL	161	2796	455	2874	0.9456	0.8633	0.9026	0	hgsvc	vg	NA19240	highconf	call	0.5
Total	1198	5760	1386	6246	0.8278	0.8184	0.8231	2	hgsvc	vg	NA19240	highconf	call	0.5
INS	1043	3040	856	3447	0.7446	0.8011	0.7718	2	hgsvc	vg	NA19240	highconf	call	0.5
DEL	155	2720	530	2799	0.9461	0.8408	0.8903	2	hgsvc	vg	NA19240	highconf	call	0.5
Total	1157	5661	1498	6134	0.8303	0.8037	0.8168	3	hgsvc	vg	NA19240	highconf	call	0.5
INS	1012	2957	950	3353	0.745	0.7792	0.7617	3	hgsvc	vg	NA19240	highconf	call	0.5
DEL	145	2704	548	2781	0.9491	0.8354	0.8886	3	hgsvc	vg	NA19240	highconf	call	0.5
Total	1115	5453	1793	5839	0.8302	0.7651	0.7963	4	hgsvc	vg	NA19240	highconf	call	0.5
INS	972	2761	1233	3070	0.7396	0.7135	0.7263	4	hgsvc	vg	NA19240	highconf	call	0.5
DEL	143	2692	560	2769	0.9496	0.8318	0.8868	4	hgsvc	vg	NA19240	highconf	call	0.5
Total	1088	5385	1886	5746	0.8319	0.7529	0.7904	5	hgsvc	vg	NA19240	highconf	call	0.5
INS	946	2696	1322	2981	0.7403	0.6928	0.7158	5	hgsvc	vg	NA19240	highconf	call	0.5
DEL	142	2689	564	2765	0.9498	0.8306	0.8862	5	hgsvc	vg	NA19240	highconf	call	0.5
Total	1058	5291	2019	5613	0.8334	0.7355	0.7814	7	hgsvc	vg	NA19240	highconf	call	0.5
INS	921	2608	1450	2853	0.739	0.663	0.6989	7	hgsvc	vg	NA19240	highconf	call	0.5
DEL	137	2683	569	2760	0.9514	0.8291	0.886	7	hgsvc	vg	NA19240	highconf	call	0.5
Total	962	5049	2339	5293	0.84	0.6935	0.7598	10	hgsvc	vg	NA19240	highconf	call	0.5
INS	838	2394	1738	2565	0.7407	0.5961	0.6606	10	hgsvc	vg	NA19240	highconf	call	0.5
DEL	124	2655	601	2728	0.9554	0.8195	0.8822	10	hgsvc	vg	NA19240	highconf	call	0.5
Total	948	5005	2391	5241	0.8408	0.6867	0.756	12	hgsvc	vg	NA19240	highconf	call	0.5
INS	827	2356	1782	2521	0.7402	0.5859	0.6541	12	hgsvc	vg	NA19240	highconf	call	0.5
DEL	121	2649	609	2720	0.9563	0.8171	0.8812	12	hgsvc	vg	NA19240	highconf	call	0.5
Total	906	4877	2537	5095	0.8433	0.6676	0.7452	14	hgsvc	vg	NA19240	highconf	call	0.5
INS	788	2257	1899	2404	0.7412	0.5587	0.6371	14	hgsvc	vg	NA19240	highconf	call	0.5
DEL	118	2620	638	2691	0.9569	0.8084	0.8764	14	hgsvc	vg	NA19240	highconf	call	0.5
Total	824	4574	2890	4742	0.8474	0.6213	0.7169	21	hgsvc	vg	NA19240	highconf	call	0.5
INS	716	2021	2175	2128	0.7384	0.4945	0.5923	21	hgsvc	vg	NA19240	highconf	call	0.5
DEL	108	2553	715	2614	0.9594	0.7852	0.8636	21	hgsvc	vg	NA19240	highconf	call	0.5
Total	747	4315	3192	4440	0.8524	0.5818	0.6916	27	hgsvc	vg	NA19240	highconf	call	0.5
INS	645	1832	2402	1901	0.7396	0.4418	0.5532	27	hgsvc	vg	NA19240	highconf	call	0.5
DEL	102	2483	790	2539	0.9605	0.7627	0.8502	27	hgsvc	vg	NA19240	highconf	call	0.5
Total	699	4053	3477	4155	0.8529	0.5444	0.6646	35	hgsvc	vg	NA19240	highconf	call	0.5
INS	604	1706	2540	1763	0.7385	0.4097	0.527	35	hgsvc	vg	NA19240	highconf	call	0.5
DEL	95	2347	937	2392	0.9611	0.7185	0.8223	35	hgsvc	vg	NA19240	highconf	call	0.5
Total	602	3586	3961	3671	0.8563	0.481	0.616	45	hgsvc	vg	NA19240	highconf	call	0.5
INS	514	1484	2777	1526	0.7427	0.3546	0.48	45	hgsvc	vg	NA19240	highconf	call	0.5
DEL	88	2102	1184	2145	0.9598	0.6443	0.771	45	hgsvc	vg	NA19240	highconf	call	0.5
Total	555	3324	4236	3396	0.8569	0.445	0.5858	50	hgsvc	vg	NA19240	highconf	call	0.5
INS	468	1350	2916	1387	0.7426	0.3223	0.4495	50	hgsvc	vg	NA19240	highconf	call	0.5
DEL	87	1974	1320	2009	0.9578	0.6035	0.7405	50	hgsvc	vg	NA19240	highconf	call	0.5
Total	492	2881	4705	2927	0.8541	0.3835	0.5293	60	hgsvc	vg	NA19240	highconf	call	0.5
INS	413	1161	3119	1184	0.7376	0.2752	0.4008	60	hgsvc	vg	NA19240	highconf	call	0.5
DEL	79	1720	1586	1743	0.9561	0.5236	0.6766	60	hgsvc	vg	NA19240	highconf	call	0.5
Total	392	2312	5292	2340	0.855	0.3066	0.4513	75	hgsvc	vg	NA19240	highconf	call	0.5
INS	321	927	3360	943	0.7428	0.2191	0.3384	75	hgsvc	vg	NA19240	highconf	call	0.5
DEL	71	1385	1932	1397	0.9512	0.4196	0.5823	75	hgsvc	vg	NA19240	highconf	call	0.5
Total	331	1939	5668	1964	0.8542	0.2573	0.3955	90	hgsvc	vg	NA19240	highconf	call	0.5
INS	265	778	3507	796	0.7459	0.185	0.2965	90	hgsvc	vg	NA19240	highconf	call	0.5
DEL	66	1161	2161	1168	0.9462	0.3509	0.5119	90	hgsvc	vg	NA19240	highconf	call	0.5
Total	310	1804	5807	1825	0.8534	0.2391	0.3735	99	hgsvc	vg	NA19240	highconf	call	0.5
INS	248	708	3577	726	0.7406	0.1687	0.2748	99	hgsvc	vg	NA19240	highconf	call	0.5
DEL	62	1096	2230	1099	0.9465	0.3301	0.4895	99	hgsvc	vg	NA19240	highconf	call	0.5
Total	291	1625	5991	1641	0.8481	0.215	0.343	110	hgsvc	vg	NA19240	highconf	call	0.5
INS	233	626	3661	642	0.7288	0.1492	0.2477	110	hgsvc	vg	NA19240	highconf	call	0.5
DEL	58	999	2330	999	0.9451	0.3001	0.4555	110	hgsvc	vg	NA19240	highconf	call	0.5
Total	229	1216	6398	1234	0.8415	0.1617	0.2713	133	hgsvc	vg	NA19240	highconf	call	0.5
INS	181	439	3847	456	0.7081	0.106	0.1844	133	hgsvc	vg	NA19240	highconf	call	0.5
DEL	48	777	2551	778	0.9418	0.2337	0.3745	133	hgsvc	vg	NA19240	highconf	call	0.5
Total	156	798	6821	811	0.8365	0.1063	0.1886	167	hgsvc	vg	NA19240	highconf	call	0.5
INS	119	271	4018	285	0.6949	0.0662	0.1209	167	hgsvc	vg	NA19240	highconf	call	0.5
DEL	37	527	2803	526	0.9344	0.158	0.2703	167	hgsvc	vg	NA19240	highconf	call	0.5
Total	137	708	6913	719	0.8379	0.0942	0.1694	180	hgsvc	vg	NA19240	highconf	call	0.5
INS	107	234	4057	246	0.6862	0.0572	0.1056	180	hgsvc	vg	NA19240	highconf	call	0.5
DEL	30	474	2856	473	0.9405	0.1421	0.2469	180	hgsvc	vg	NA19240	highconf	call	0.5
