type	FP	TP	FN	TP.baseline	precision	recall	F1	qual	exp	method	sample	region	eval	min.cov
Total	945	6590	2690	6588	0.8746	0.7101	0.7838	35	giab5	vg	HG002	highconf	geno	0.5
INS	692	3453	1820	3451	0.8331	0.6547	0.7332	35	giab5	vg	HG002	highconf	geno	0.5
DEL	253	3137	870	3137	0.9254	0.7829	0.8482	35	giab5	vg	HG002	highconf	geno	0.5
Total	834	6347	2933	6345	0.8839	0.6839	0.7711	45	giab5	vg	HG002	highconf	geno	0.5
INS	616	3295	1978	3293	0.8425	0.6247	0.7174	45	giab5	vg	HG002	highconf	geno	0.5
DEL	218	3052	955	3052	0.9333	0.7617	0.8388	45	giab5	vg	HG002	highconf	geno	0.5
Total	779	6187	3093	6185	0.8882	0.6666	0.7616	50	giab5	vg	HG002	highconf	geno	0.5
INS	578	3201	2072	3199	0.847	0.6069	0.7071	50	giab5	vg	HG002	highconf	geno	0.5
DEL	201	2986	1021	2986	0.9369	0.7452	0.8301	50	giab5	vg	HG002	highconf	geno	0.5
Total	684	5888	3392	5886	0.8959	0.6344	0.7428	60	giab5	vg	HG002	highconf	geno	0.5
INS	512	3017	2256	3015	0.8549	0.572	0.6854	60	giab5	vg	HG002	highconf	geno	0.5
DEL	172	2871	1136	2871	0.9435	0.7165	0.8145	60	giab5	vg	HG002	highconf	geno	0.5
Total	546	5333	3946	5332	0.9071	0.5747	0.7036	75	giab5	vg	HG002	highconf	geno	0.5
INS	423	2689	2583	2688	0.8641	0.51	0.6414	75	giab5	vg	HG002	highconf	geno	0.5
DEL	123	2644	1363	2644	0.9555	0.6598	0.7806	75	giab5	vg	HG002	highconf	geno	0.5
Total	475	4679	4600	4678	0.9078	0.5042	0.6483	90	giab5	vg	HG002	highconf	geno	0.5
INS	376	2327	2945	2326	0.8609	0.4413	0.5835	90	giab5	vg	HG002	highconf	geno	0.5
DEL	99	2352	1655	2352	0.9596	0.587	0.7284	90	giab5	vg	HG002	highconf	geno	0.5
Total	435	4327	4951	4327	0.9087	0.4664	0.6164	99	giab5	vg	HG002	highconf	geno	0.5
INS	343	2130	3141	2130	0.8613	0.4041	0.5501	99	giab5	vg	HG002	highconf	geno	0.5
DEL	92	2197	1810	2197	0.9598	0.5483	0.6979	99	giab5	vg	HG002	highconf	geno	0.5
Total	394	3973	5305	3973	0.9098	0.4282	0.5823	110	giab5	vg	HG002	highconf	geno	0.5
INS	313	1919	3352	1919	0.8598	0.3641	0.5116	110	giab5	vg	HG002	highconf	geno	0.5
DEL	81	2054	1953	2054	0.9621	0.5126	0.6688	110	giab5	vg	HG002	highconf	geno	0.5
Total	323	3611	5667	3611	0.9179	0.3892	0.5466	133	giab5	vg	HG002	highconf	geno	0.5
INS	258	1732	3539	1732	0.8704	0.3286	0.4771	133	giab5	vg	HG002	highconf	geno	0.5
DEL	65	1879	2128	1879	0.9666	0.4689	0.6315	133	giab5	vg	HG002	highconf	geno	0.5
Total	245	3316	5962	3316	0.9312	0.3574	0.5165	167	giab5	vg	HG002	highconf	geno	0.5
INS	195	1564	3707	1564	0.8891	0.2967	0.4449	167	giab5	vg	HG002	highconf	geno	0.5
DEL	50	1752	2255	1752	0.9723	0.4372	0.6032	167	giab5	vg	HG002	highconf	geno	0.5
Total	220	3216	6062	3216	0.936	0.3466	0.5059	180	giab5	vg	HG002	highconf	geno	0.5
INS	179	1499	3772	1499	0.8933	0.2844	0.4314	180	giab5	vg	HG002	highconf	geno	0.5
DEL	41	1717	2290	1717	0.9767	0.4285	0.5957	180	giab5	vg	HG002	highconf	geno	0.5
Total	126	2427	6851	2427	0.9506	0.2616	0.4103	250	giab5	vg	HG002	highconf	geno	0.5
INS	103	1085	4186	1085	0.9133	0.2058	0.3359	250	giab5	vg	HG002	highconf	geno	0.5
DEL	23	1342	2665	1342	0.9832	0.3349	0.4996	250	giab5	vg	HG002	highconf	geno	0.5
Total	0	0	9278	0	NA	0	NA	350	giab5	vg	HG002	highconf	geno	0.5
INS	0	0	5271	0	NA	0	NA	350	giab5	vg	HG002	highconf	geno	0.5
DEL	0	0	4007	0	NA	0	NA	350	giab5	vg	HG002	highconf	geno	0.5
Total	0	0	9278	0	NA	0	NA	450	giab5	vg	HG002	highconf	geno	0.5
INS	0	0	5271	0	NA	0	NA	450	giab5	vg	HG002	highconf	geno	0.5
DEL	0	0	4007	0	NA	0	NA	450	giab5	vg	HG002	highconf	geno	0.5
Total	0	0	9278	0	NA	0	NA	550	giab5	vg	HG002	highconf	geno	0.5
INS	0	0	5271	0	NA	0	NA	550	giab5	vg	HG002	highconf	geno	0.5
DEL	0	0	4007	0	NA	0	NA	550	giab5	vg	HG002	highconf	geno	0.5
Total	0	0	9278	0	NA	0	NA	650	giab5	vg	HG002	highconf	geno	0.5
INS	0	0	5271	0	NA	0	NA	650	giab5	vg	HG002	highconf	geno	0.5
DEL	0	0	4007	0	NA	0	NA	650	giab5	vg	HG002	highconf	geno	0.5
Total	1304	25435	7595	11449	0.9512	0.6012	0.7367	0	giab5	graphtyper	HG002	all	call	0.5
INS	674	14456	5095	5959	0.9555	0.5391	0.6893	0	giab5	graphtyper	HG002	all	call	0.5
DEL	630	10979	2500	5490	0.9457	0.6871	0.7959	0	giab5	graphtyper	HG002	all	call	0.5
Total	1281	25236	7670	11374	0.9517	0.5972	0.7339	2	giab5	graphtyper	HG002	all	call	0.5
INS	657	14345	5130	5924	0.9562	0.5359	0.6869	2	giab5	graphtyper	HG002	all	call	0.5
DEL	624	10891	2540	5450	0.9458	0.6821	0.7926	2	giab5	graphtyper	HG002	all	call	0.5
Total	1273	25154	7706	11338	0.9518	0.5954	0.7326	3	giab5	graphtyper	HG002	all	call	0.5
INS	649	14268	5166	5888	0.9565	0.5327	0.6843	3	giab5	graphtyper	HG002	all	call	0.5
DEL	624	10886	2540	5450	0.9458	0.6821	0.7926	3	giab5	graphtyper	HG002	all	call	0.5
Total	1261	24918	7808	11236	0.9518	0.59	0.7284	4	giab5	graphtyper	HG002	all	call	0.5
INS	639	14132	5221	5833	0.9567	0.5277	0.6802	4	giab5	graphtyper	HG002	all	call	0.5
DEL	622	10786	2587	5403	0.9455	0.6762	0.7885	4	giab5	graphtyper	HG002	all	call	0.5
Total	1252	24853	7831	11213	0.952	0.5888	0.7276	5	giab5	graphtyper	HG002	all	call	0.5
INS	631	14074	5243	5811	0.9571	0.5257	0.6786	5	giab5	graphtyper	HG002	all	call	0.5
DEL	621	10779	2588	5402	0.9455	0.6761	0.7884	5	giab5	graphtyper	HG002	all	call	0.5
Total	1214	24499	7986	11058	0.9528	0.5807	0.7216	7	giab5	graphtyper	HG002	all	call	0.5
INS	600	13853	5332	5722	0.9585	0.5176	0.6722	7	giab5	graphtyper	HG002	all	call	0.5
DEL	614	10646	2654	5336	0.9455	0.6678	0.7827	7	giab5	graphtyper	HG002	all	call	0.5
Total	1132	23454	8417	10627	0.954	0.558	0.7041	10	giab5	graphtyper	HG002	all	call	0.5
INS	553	13093	5628	5426	0.9595	0.4909	0.6495	10	giab5	graphtyper	HG002	all	call	0.5
DEL	579	10361	2789	5201	0.9471	0.6509	0.7715	10	giab5	graphtyper	HG002	all	call	0.5
Total	1118	23348	8468	10576	0.9543	0.5553	0.7021	12	giab5	graphtyper	HG002	all	call	0.5
INS	539	12991	5679	5375	0.9602	0.4862	0.6455	12	giab5	graphtyper	HG002	all	call	0.5
DEL	579	10357	2789	5201	0.9471	0.6509	0.7715	12	giab5	graphtyper	HG002	all	call	0.5
Total	1030	22352	8867	10177	0.9559	0.5344	0.6855	14	giab5	graphtyper	HG002	all	call	0.5
INS	493	12297	5942	5112	0.9615	0.4625	0.6246	14	giab5	graphtyper	HG002	all	call	0.5
DEL	537	10055	2925	5065	0.9493	0.6339	0.7602	14	giab5	graphtyper	HG002	all	call	0.5
Total	899	20634	9569	9475	0.9583	0.4975	0.655	21	giab5	graphtyper	HG002	all	call	0.5
INS	425	11155	6360	4694	0.9633	0.4246	0.5894	21	giab5	graphtyper	HG002	all	call	0.5
DEL	474	9479	3209	4781	0.9524	0.5984	0.735	21	giab5	graphtyper	HG002	all	call	0.5
Total	778	19043	10250	8794	0.9607	0.4618	0.6238	27	giab5	graphtyper	HG002	all	call	0.5
INS	370	10163	6743	4311	0.9649	0.39	0.5555	27	giab5	graphtyper	HG002	all	call	0.5
DEL	408	8880	3507	4483	0.9561	0.5611	0.7072	27	giab5	graphtyper	HG002	all	call	0.5
Total	642	16969	11138	7906	0.9635	0.4151	0.5802	35	giab5	graphtyper	HG002	all	call	0.5
INS	296	8879	7242	3812	0.9677	0.3449	0.5085	35	giab5	graphtyper	HG002	all	call	0.5
DEL	346	8090	3896	4094	0.959	0.5124	0.6679	35	giab5	graphtyper	HG002	all	call	0.5
Total	552	15040	11991	7053	0.9646	0.3704	0.5353	45	giab5	graphtyper	HG002	all	call	0.5
INS	250	7690	7732	3322	0.9685	0.3005	0.4587	45	giab5	graphtyper	HG002	all	call	0.5
DEL	302	7350	4259	3731	0.9605	0.467	0.6284	45	giab5	graphtyper	HG002	all	call	0.5
Total	478	13750	12563	6481	0.9664	0.3403	0.5034	50	giab5	graphtyper	HG002	all	call	0.5
INS	218	6905	8057	2997	0.9694	0.2711	0.4237	50	giab5	graphtyper	HG002	all	call	0.5
DEL	260	6845	4506	3484	0.9634	0.436	0.6003	50	giab5	graphtyper	HG002	all	call	0.5
Total	405	12081	13307	5737	0.9676	0.3012	0.4594	60	giab5	graphtyper	HG002	all	call	0.5
INS	195	5958	8449	2605	0.9683	0.2357	0.3791	60	giab5	graphtyper	HG002	all	call	0.5
DEL	210	6123	4858	3132	0.9668	0.392	0.5578	60	giab5	graphtyper	HG002	all	call	0.5
Total	289	9704	14377	4667	0.9711	0.2451	0.3914	75	giab5	graphtyper	HG002	all	call	0.5
INS	142	4645	8990	2064	0.9703	0.1867	0.3131	75	giab5	graphtyper	HG002	all	call	0.5
DEL	147	5059	5387	2603	0.9718	0.3258	0.488	75	giab5	graphtyper	HG002	all	call	0.5
Total	214	7623	15367	3677	0.9727	0.1931	0.3222	90	giab5	graphtyper	HG002	all	call	0.5
INS	101	3694	9400	1654	0.9734	0.1496	0.2593	90	giab5	graphtyper	HG002	all	call	0.5
DEL	113	3929	5967	2023	0.972	0.2532	0.4017	90	giab5	graphtyper	HG002	all	call	0.5
Total	162	6641	15826	3218	0.9762	0.169	0.2881	99	giab5	graphtyper	HG002	all	call	0.5
INS	82	3292	9564	1490	0.9757	0.1348	0.2369	99	giab5	graphtyper	HG002	all	call	0.5
DEL	80	3349	6262	1728	0.9767	0.2163	0.3542	99	giab5	graphtyper	HG002	all	call	0.5
Total	0	0	19044	0	NA	0	NA	110	giab5	graphtyper	HG002	all	call	0.5
INS	0	0	11054	0	NA	0	NA	110	giab5	graphtyper	HG002	all	call	0.5
DEL	0	0	7990	0	NA	0	NA	110	giab5	graphtyper	HG002	all	call	0.5
Total	0	0	19044	0	NA	0	NA	133	giab5	graphtyper	HG002	all	call	0.5
INS	0	0	11054	0	NA	0	NA	133	giab5	graphtyper	HG002	all	call	0.5
DEL	0	0	7990	0	NA	0	NA	133	giab5	graphtyper	HG002	all	call	0.5
Total	0	0	19044	0	NA	0	NA	167	giab5	graphtyper	HG002	all	call	0.5
INS	0	0	11054	0	NA	0	NA	167	giab5	graphtyper	HG002	all	call	0.5
DEL	0	0	7990	0	NA	0	NA	167	giab5	graphtyper	HG002	all	call	0.5
Total	0	0	19044	0	NA	0	NA	180	giab5	graphtyper	HG002	all	call	0.5
INS	0	0	11054	0	NA	0	NA	180	giab5	graphtyper	HG002	all	call	0.5
DEL	0	0	7990	0	NA	0	NA	180	giab5	graphtyper	HG002	all	call	0.5
Total	0	0	19044	0	NA	0	NA	250	giab5	graphtyper	HG002	all	call	0.5
INS	0	0	11054	0	NA	0	NA	250	giab5	graphtyper	HG002	all	call	0.5
DEL	0	0	7990	0	NA	0	NA	250	giab5	graphtyper	HG002	all	call	0.5
Total	0	0	19044	0	NA	0	NA	350	giab5	graphtyper	HG002	all	call	0.5
INS	0	0	11054	0	NA	0	NA	350	giab5	graphtyper	HG002	all	call	0.5
DEL	0	0	7990	0	NA	0	NA	350	giab5	graphtyper	HG002	all	call	0.5
Total	0	0	19044	0	NA	0	NA	450	giab5	graphtyper	HG002	all	call	0.5
INS	0	0	11054	0	NA	0	NA	450	giab5	graphtyper	HG002	all	call	0.5
DEL	0	0	7990	0	NA	0	NA	450	giab5	graphtyper	HG002	all	call	0.5
Total	0	0	19044	0	NA	0	NA	550	giab5	graphtyper	HG002	all	call	0.5
INS	0	0	11054	0	NA	0	NA	550	giab5	graphtyper	HG002	all	call	0.5
DEL	0	0	7990	0	NA	0	NA	550	giab5	graphtyper	HG002	all	call	0.5
Total	0	0	19044	0	NA	0	NA	650	giab5	graphtyper	HG002	all	call	0.5
INS	0	0	11054	0	NA	0	NA	650	giab5	graphtyper	HG002	all	call	0.5
DEL	0	0	7990	0	NA	0	NA	650	giab5	graphtyper	HG002	all	call	0.5
Total	14599	6843	12268	6702	0.3191	0.3533	0.3353	0	giab5	graphtyper	HG002	all	geno	0.5
INS	8346	4483	6593	4393	0.3494	0.3999	0.3729	0	giab5	graphtyper	HG002	all	geno	0.5
DEL	6253	2360	5675	2309	0.274	0.2892	0.2814	0	giab5	graphtyper	HG002	all	geno	0.5
Total	14475	6802	12306	6664	0.3197	0.3513	0.3348	2	giab5	graphtyper	HG002	all	geno	0.5
INS	8258	4455	6619	4367	0.3504	0.3975	0.3725	2	giab5	graphtyper	HG002	all	geno	0.5
DEL	6217	2347	5687	2297	0.2741	0.2877	0.2807	2	giab5	graphtyper	HG002	all	geno	0.5
Total	14420	6773	12334	6636	0.3196	0.3498	0.334	3	giab5	graphtyper	HG002	all	geno	0.5
INS	8207	4427	6646	4340	0.3504	0.395	0.3714	3	giab5	graphtyper	HG002	all	geno	0.5
DEL	6213	2346	5688	2296	0.2741	0.2876	0.2807	3	giab5	graphtyper	HG002	all	geno	0.5
Total	14277	6713	12390	6580	0.3198	0.3469	0.3328	4	giab5	graphtyper	HG002	all	geno	0.5
INS	8126	4378	6691	4295	0.3501	0.391	0.3694	4	giab5	graphtyper	HG002	all	geno	0.5
DEL	6151	2335	5699	2285	0.2752	0.2862	0.2806	4	giab5	graphtyper	HG002	all	geno	0.5
Total	14226	6699	12404	6566	0.3201	0.3461	0.3326	5	giab5	graphtyper	HG002	all	geno	0.5
INS	8081	4366	6703	4283	0.3508	0.3899	0.3693	5	giab5	graphtyper	HG002	all	geno	0.5
DEL	6145	2333	5701	2283	0.2752	0.2859	0.2804	5	giab5	graphtyper	HG002	all	geno	0.5
Total	13993	6622	12480	6490	0.3212	0.3421	0.3313	7	giab5	graphtyper	HG002	all	geno	0.5
INS	7934	4305	6763	4223	0.3517	0.3844	0.3673	7	giab5	graphtyper	HG002	all	geno	0.5
DEL	6059	2317	5717	2267	0.2766	0.2839	0.2802	7	giab5	graphtyper	HG002	all	geno	0.5
Total	13252	6309	12783	6187	0.3225	0.3261	0.3243	10	giab5	graphtyper	HG002	all	geno	0.5
INS	7416	4062	6999	3987	0.3539	0.3629	0.3583	10	giab5	graphtyper	HG002	all	geno	0.5
DEL	5836	2247	5784	2200	0.278	0.2756	0.2768	10	giab5	graphtyper	HG002	all	geno	0.5
Total	13190	6272	12820	6150	0.3223	0.3242	0.3232	12	giab5	graphtyper	HG002	all	geno	0.5
INS	7358	4026	7035	3951	0.3537	0.3596	0.3566	12	giab5	graphtyper	HG002	all	geno	0.5
DEL	5832	2246	5785	2199	0.278	0.2754	0.2767	12	giab5	graphtyper	HG002	all	geno	0.5
Total	12459	5999	13083	5887	0.325	0.3103	0.3175	14	giab5	graphtyper	HG002	all	geno	0.5
INS	6867	3823	7233	3753	0.3576	0.3416	0.3494	14	giab5	graphtyper	HG002	all	geno	0.5
DEL	5592	2176	5850	2134	0.2801	0.2673	0.2736	14	giab5	graphtyper	HG002	all	geno	0.5
Total	11241	5504	13571	5399	0.3287	0.2846	0.3051	21	giab5	graphtyper	HG002	all	geno	0.5
INS	6063	3476	7577	3409	0.3644	0.3103	0.3352	21	giab5	graphtyper	HG002	all	geno	0.5
DEL	5178	2028	5994	1990	0.2814	0.2492	0.2643	21	giab5	graphtyper	HG002	all	geno	0.5
Total	10151	5045	14014	4956	0.332	0.2613	0.2924	27	giab5	graphtyper	HG002	all	geno	0.5
INS	5375	3157	7888	3098	0.37	0.282	0.3201	27	giab5	graphtyper	HG002	all	geno	0.5
DEL	4776	1888	6126	1858	0.2833	0.2327	0.2555	27	giab5	graphtyper	HG002	all	geno	0.5
Total	8781	4434	14611	4359	0.3355	0.2298	0.2728	35	giab5	graphtyper	HG002	all	geno	0.5
INS	4505	2737	8301	2685	0.3779	0.2444	0.2968	35	giab5	graphtyper	HG002	all	geno	0.5
DEL	4276	1697	6310	1674	0.2841	0.2097	0.2413	35	giab5	graphtyper	HG002	all	geno	0.5
Total	7597	3824	15211	3759	0.3348	0.1982	0.249	45	giab5	graphtyper	HG002	all	geno	0.5
INS	3758	2309	8720	2266	0.3806	0.2063	0.2676	45	giab5	graphtyper	HG002	all	geno	0.5
DEL	3839	1515	6491	1493	0.283	0.187	0.2252	45	giab5	graphtyper	HG002	all	geno	0.5
Total	6814	3411	15613	3357	0.3336	0.177	0.2313	50	giab5	graphtyper	HG002	all	geno	0.5
INS	3290	2034	8986	2000	0.382	0.182	0.2465	50	giab5	graphtyper	HG002	all	geno	0.5
DEL	3524	1377	6627	1357	0.281	0.17	0.2118	50	giab5	graphtyper	HG002	all	geno	0.5
Total	5894	2871	16143	2827	0.3276	0.149	0.2048	60	giab5	graphtyper	HG002	all	geno	0.5
INS	2776	1692	9320	1666	0.3787	0.1516	0.2165	60	giab5	graphtyper	HG002	all	geno	0.5
DEL	3118	1179	6823	1161	0.2744	0.1454	0.1901	60	giab5	graphtyper	HG002	all	geno	0.5
Total	4594	2081	16920	2050	0.3118	0.1081	0.1605	75	giab5	graphtyper	HG002	all	geno	0.5
INS	2046	1260	9746	1240	0.3811	0.1129	0.1742	75	giab5	graphtyper	HG002	all	geno	0.5
DEL	2548	821	7174	810	0.2437	0.1015	0.1433	75	giab5	graphtyper	HG002	all	geno	0.5
Total	3473	1393	17601	1369	0.2863	0.0722	0.1153	90	giab5	graphtyper	HG002	all	geno	0.5
INS	1505	937	10064	922	0.3837	0.0839	0.1377	90	giab5	graphtyper	HG002	all	geno	0.5
DEL	1968	456	7537	447	0.1881	0.056	0.0863	90	giab5	graphtyper	HG002	all	geno	0.5
Total	2917	1107	17882	1088	0.2751	0.0574	0.095	99	giab5	graphtyper	HG002	all	geno	0.5
INS	1256	816	10183	803	0.3938	0.0731	0.1233	99	giab5	graphtyper	HG002	all	geno	0.5
DEL	1661	291	7699	285	0.1491	0.0357	0.0576	99	giab5	graphtyper	HG002	all	geno	0.5
Total	0	0	18970	0	NA	0	NA	110	giab5	graphtyper	HG002	all	geno	0.5
INS	0	0	10986	0	NA	0	NA	110	giab5	graphtyper	HG002	all	geno	0.5
DEL	0	0	7984	0	NA	0	NA	110	giab5	graphtyper	HG002	all	geno	0.5
Total	0	0	18970	0	NA	0	NA	133	giab5	graphtyper	HG002	all	geno	0.5
INS	0	0	10986	0	NA	0	NA	133	giab5	graphtyper	HG002	all	geno	0.5
DEL	0	0	7984	0	NA	0	NA	133	giab5	graphtyper	HG002	all	geno	0.5
Total	0	0	18970	0	NA	0	NA	167	giab5	graphtyper	HG002	all	geno	0.5
INS	0	0	10986	0	NA	0	NA	167	giab5	graphtyper	HG002	all	geno	0.5
DEL	0	0	7984	0	NA	0	NA	167	giab5	graphtyper	HG002	all	geno	0.5
Total	0	0	18970	0	NA	0	NA	180	giab5	graphtyper	HG002	all	geno	0.5
INS	0	0	10986	0	NA	0	NA	180	giab5	graphtyper	HG002	all	geno	0.5
DEL	0	0	7984	0	NA	0	NA	180	giab5	graphtyper	HG002	all	geno	0.5
Total	0	0	18970	0	NA	0	NA	250	giab5	graphtyper	HG002	all	geno	0.5
INS	0	0	10986	0	NA	0	NA	250	giab5	graphtyper	HG002	all	geno	0.5
DEL	0	0	7984	0	NA	0	NA	250	giab5	graphtyper	HG002	all	geno	0.5
Total	0	0	18970	0	NA	0	NA	350	giab5	graphtyper	HG002	all	geno	0.5
INS	0	0	10986	0	NA	0	NA	350	giab5	graphtyper	HG002	all	geno	0.5
DEL	0	0	7984	0	NA	0	NA	350	giab5	graphtyper	HG002	all	geno	0.5
Total	0	0	18970	0	NA	0	NA	450	giab5	graphtyper	HG002	all	geno	0.5
INS	0	0	10986	0	NA	0	NA	450	giab5	graphtyper	HG002	all	geno	0.5
DEL	0	0	7984	0	NA	0	NA	450	giab5	graphtyper	HG002	all	geno	0.5
Total	0	0	18970	0	NA	0	NA	550	giab5	graphtyper	HG002	all	geno	0.5
INS	0	0	10986	0	NA	0	NA	550	giab5	graphtyper	HG002	all	geno	0.5
DEL	0	0	7984	0	NA	0	NA	550	giab5	graphtyper	HG002	all	geno	0.5
Total	0	0	18970	0	NA	0	NA	650	giab5	graphtyper	HG002	all	geno	0.5
INS	0	0	10986	0	NA	0	NA	650	giab5	graphtyper	HG002	all	geno	0.5
DEL	0	0	7984	0	NA	0	NA	650	giab5	graphtyper	HG002	all	geno	0.5
Total	267	15158	2811	6467	0.9827	0.697	0.8156	0	giab5	graphtyper	HG002	highconf	call	0.5
INS	126	8406	2070	3202	0.9852	0.6074	0.7515	0	giab5	graphtyper	HG002	highconf	call	0.5
DEL	141	6752	741	3265	0.9795	0.815	0.8897	0	giab5	graphtyper	HG002	highconf	call	0.5
Total	264	15073	2839	6439	0.9828	0.694	0.8135	2	giab5	graphtyper	HG002	highconf	call	0.5
INS	123	8349	2086	3186	0.9855	0.6043	0.7492	2	giab5	graphtyper	HG002	highconf	call	0.5
DEL	141	6724	753	3253	0.9795	0.812	0.8879	2	giab5	graphtyper	HG002	highconf	call	0.5
Total	263	15028	2858	6420	0.9828	0.692	0.8122	3	giab5	graphtyper	HG002	highconf	call	0.5
INS	122	8307	2105	3167	0.9855	0.6007	0.7464	3	giab5	graphtyper	HG002	highconf	call	0.5
DEL	141	6721	753	3253	0.9795	0.812	0.8879	3	giab5	graphtyper	HG002	highconf	call	0.5
Total	261	14899	2916	6362	0.9828	0.6857	0.8078	4	giab5	graphtyper	HG002	highconf	call	0.5
INS	120	8233	2138	3134	0.9856	0.5945	0.7416	4	giab5	graphtyper	HG002	highconf	call	0.5
DEL	141	6666	778	3228	0.9793	0.8058	0.8841	4	giab5	graphtyper	HG002	highconf	call	0.5
Total	259	14866	2927	6351	0.9829	0.6845	0.807	5	giab5	graphtyper	HG002	highconf	call	0.5
INS	118	8201	2149	3123	0.9858	0.5924	0.7401	5	giab5	graphtyper	HG002	highconf	call	0.5
DEL	141	6665	778	3228	0.9793	0.8058	0.8841	5	giab5	graphtyper	HG002	highconf	call	0.5
Total	253	14693	2996	6282	0.9831	0.6771	0.8019	7	giab5	graphtyper	HG002	highconf	call	0.5
INS	112	8084	2193	3079	0.9863	0.584	0.7336	7	giab5	graphtyper	HG002	highconf	call	0.5
DEL	141	6609	803	3203	0.9791	0.7996	0.8803	7	giab5	graphtyper	HG002	highconf	call	0.5
Total	241	14233	3178	6100	0.9833	0.6575	0.7881	10	giab5	graphtyper	HG002	highconf	call	0.5
INS	106	7711	2334	2938	0.9864	0.5573	0.7122	10	giab5	graphtyper	HG002	highconf	call	0.5
DEL	135	6522	844	3162	0.9797	0.7893	0.8743	10	giab5	graphtyper	HG002	highconf	call	0.5
Total	239	14168	3211	6067	0.9834	0.6539	0.7855	12	giab5	graphtyper	HG002	highconf	call	0.5
INS	104	7646	2367	2905	0.9866	0.551	0.7071	12	giab5	graphtyper	HG002	highconf	call	0.5
DEL	135	6522	844	3162	0.9797	0.7893	0.8743	12	giab5	graphtyper	HG002	highconf	call	0.5
Total	217	13677	3398	5880	0.9844	0.6338	0.7711	14	giab5	graphtyper	HG002	highconf	call	0.5
INS	91	7299	2488	2784	0.9877	0.5281	0.6882	14	giab5	graphtyper	HG002	highconf	call	0.5
DEL	126	6378	910	3096	0.9806	0.7728	0.8644	14	giab5	graphtyper	HG002	highconf	call	0.5
Total	188	12876	3702	5576	0.9856	0.601	0.7467	21	giab5	graphtyper	HG002	highconf	call	0.5
INS	74	6719	2690	2582	0.9891	0.4898	0.6552	21	giab5	graphtyper	HG002	highconf	call	0.5
DEL	114	6157	1012	2994	0.9818	0.7474	0.8487	21	giab5	graphtyper	HG002	highconf	call	0.5
Total	166	12127	3985	5293	0.9865	0.5705	0.7229	27	giab5	graphtyper	HG002	highconf	call	0.5
INS	61	6231	2851	2421	0.9903	0.4592	0.6275	27	giab5	graphtyper	HG002	highconf	call	0.5
DEL	105	5896	1134	2872	0.9825	0.7169	0.8289	27	giab5	graphtyper	HG002	highconf	call	0.5
Total	142	11130	4381	4897	0.9874	0.5278	0.6879	35	giab5	graphtyper	HG002	highconf	call	0.5
INS	48	5588	3082	2190	0.9915	0.4154	0.5855	35	giab5	graphtyper	HG002	highconf	call	0.5
DEL	94	5542	1299	2707	0.9833	0.6757	0.801	35	giab5	graphtyper	HG002	highconf	call	0.5
Total	124	10059	4823	4455	0.9878	0.4802	0.6462	45	giab5	graphtyper	HG002	highconf	call	0.5
INS	41	4900	3342	1930	0.9917	0.3661	0.5348	45	giab5	graphtyper	HG002	highconf	call	0.5
DEL	83	5159	1481	2525	0.9842	0.6303	0.7685	45	giab5	graphtyper	HG002	highconf	call	0.5
Total	103	9367	5106	4172	0.9891	0.4497	0.6183	50	giab5	graphtyper	HG002	highconf	call	0.5
INS	30	4496	3491	1781	0.9934	0.3378	0.5042	50	giab5	graphtyper	HG002	highconf	call	0.5
DEL	73	4871	1615	2391	0.9852	0.5969	0.7434	50	giab5	graphtyper	HG002	highconf	call	0.5
Total	84	8331	5549	3729	0.99	0.4019	0.5717	60	giab5	graphtyper	HG002	highconf	call	0.5
INS	23	3893	3726	1546	0.9941	0.2932	0.4528	60	giab5	graphtyper	HG002	highconf	call	0.5
DEL	61	4438	1823	2183	0.9864	0.5449	0.702	60	giab5	graphtyper	HG002	highconf	call	0.5
Total	50	6852	6164	3114	0.9928	0.3356	0.5016	75	giab5	graphtyper	HG002	highconf	call	0.5
INS	12	3106	4012	1260	0.9962	0.239	0.3855	75	giab5	graphtyper	HG002	highconf	call	0.5
DEL	38	3746	2152	1854	0.99	0.4628	0.6307	75	giab5	graphtyper	HG002	highconf	call	0.5
Total	35	5405	6804	2474	0.9936	0.2667	0.4205	90	giab5	graphtyper	HG002	highconf	call	0.5
INS	7	2481	4251	1021	0.9972	0.1937	0.3244	90	giab5	graphtyper	HG002	highconf	call	0.5
DEL	28	2924	2553	1453	0.9905	0.3627	0.531	90	giab5	graphtyper	HG002	highconf	call	0.5
Total	25	4713	7116	2162	0.9947	0.233	0.3776	99	giab5	graphtyper	HG002	highconf	call	0.5
INS	7	2210	4356	916	0.9968	0.1737	0.2958	99	giab5	graphtyper	HG002	highconf	call	0.5
DEL	18	2503	2760	1246	0.9929	0.311	0.4736	99	giab5	graphtyper	HG002	highconf	call	0.5
Total	0	0	9278	0	NA	0	NA	110	giab5	graphtyper	HG002	highconf	call	0.5
INS	0	0	5272	0	NA	0	NA	110	giab5	graphtyper	HG002	highconf	call	0.5
DEL	0	0	4006	0	NA	0	NA	110	giab5	graphtyper	HG002	highconf	call	0.5
Total	0	0	9278	0	NA	0	NA	133	giab5	graphtyper	HG002	highconf	call	0.5
INS	0	0	5272	0	NA	0	NA	133	giab5	graphtyper	HG002	highconf	call	0.5
DEL	0	0	4006	0	NA	0	NA	133	giab5	graphtyper	HG002	highconf	call	0.5
