type	FP	TP	FN	TP.baseline	precision	recall	F1	qual	exp	method	sample	region	eval	min.cov
DEL	287	3253	987	3253	0.9189	0.7672	0.8362	3	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	1113	6939	2744	6939	0.8618	0.7166	0.7825	4	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	833	3700	1743	3700	0.8162	0.6798	0.7418	4	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	280	3239	1001	3239	0.9204	0.7639	0.8349	4	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	1095	6919	2764	6919	0.8634	0.7146	0.782	5	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	820	3687	1756	3687	0.8181	0.6774	0.7411	5	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	275	3232	1008	3232	0.9216	0.7623	0.8344	5	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	1071	6869	2814	6869	0.8651	0.7094	0.7796	7	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	798	3648	1795	3648	0.8205	0.6702	0.7378	7	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	273	3221	1019	3221	0.9219	0.7597	0.833	7	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	967	6741	2942	6741	0.8745	0.6962	0.7752	10	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	726	3548	1895	3548	0.8301	0.6518	0.7302	10	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	241	3193	1047	3193	0.9298	0.7531	0.8322	10	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	933	6695	2988	6695	0.8777	0.6914	0.7735	12	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	701	3517	1926	3517	0.8338	0.6462	0.7281	12	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	232	3178	1062	3178	0.932	0.7495	0.8308	12	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	870	6595	3088	6595	0.8835	0.6811	0.7692	14	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	654	3447	1996	3447	0.8405	0.6333	0.7223	14	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	216	3148	1092	3148	0.9358	0.7425	0.828	14	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	747	6365	3318	6365	0.895	0.6573	0.758	21	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	572	3285	2158	3285	0.8517	0.6035	0.7064	21	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	175	3080	1160	3080	0.9462	0.7264	0.8219	21	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	630	6146	3537	6146	0.907	0.6347	0.7468	27	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	492	3133	2310	3133	0.8643	0.5756	0.691	27	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	138	3013	1227	3013	0.9562	0.7106	0.8153	27	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	571	5958	3725	5958	0.9125	0.6153	0.735	35	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	452	3000	2443	3000	0.8691	0.5512	0.6746	35	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	119	2958	1282	2958	0.9613	0.6976	0.8085	35	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	482	5664	4019	5664	0.9216	0.5849	0.7156	45	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	385	2803	2640	2803	0.8792	0.515	0.6495	45	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	97	2861	1379	2861	0.9672	0.6748	0.795	45	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	441	5517	4166	5517	0.926	0.5698	0.7055	50	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	356	2713	2730	2713	0.884	0.4984	0.6374	50	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	85	2804	1436	2804	0.9706	0.6613	0.7866	50	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	384	5244	4439	5244	0.9318	0.5416	0.685	60	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	314	2537	2906	2537	0.8899	0.4661	0.6118	60	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	70	2707	1533	2707	0.9748	0.6384	0.7715	60	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	318	4741	4942	4741	0.9371	0.4896	0.6432	75	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	265	2255	3188	2255	0.8948	0.4143	0.5664	75	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	53	2486	1754	2486	0.9791	0.5863	0.7334	75	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	270	4250	5433	4250	0.9403	0.4389	0.5985	90	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	226	2014	3429	2014	0.8991	0.37	0.5243	90	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	44	2236	2004	2236	0.9807	0.5274	0.6859	90	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	251	3940	5743	3940	0.9401	0.4069	0.568	99	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	215	1862	3581	1862	0.8965	0.3421	0.4952	99	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	36	2078	2162	2078	0.983	0.4901	0.6541	99	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	235	3522	6161	3522	0.9375	0.3637	0.5241	110	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	204	1634	3809	1634	0.889	0.3002	0.4488	110	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	31	1888	2352	1888	0.9838	0.4453	0.6131	110	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	189	3042	6641	3042	0.9415	0.3142	0.4712	133	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	168	1393	4050	1393	0.8924	0.2559	0.3977	133	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	21	1649	2591	1649	0.9874	0.3889	0.558	133	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	132	2699	6984	2699	0.9534	0.2787	0.4313	167	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	120	1204	4239	1204	0.9094	0.2212	0.3558	167	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	12	1495	2745	1495	0.992	0.3526	0.5203	167	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	121	2592	7091	2592	0.9554	0.2677	0.4182	180	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	111	1146	4297	1146	0.9117	0.2105	0.342	180	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	10	1446	2794	1446	0.9931	0.341	0.5077	180	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	69	1803	7880	1803	0.9631	0.1862	0.3121	250	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	67	738	4705	738	0.9168	0.1356	0.2363	250	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	2	1065	3175	1065	0.9981	0.2512	0.4014	250	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	0	0	9683	0	NA	0	NA	350	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	0	0	5443	0	NA	0	NA	350	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	0	0	4240	0	NA	0	NA	350	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	0	0	9683	0	NA	0	NA	450	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	0	0	5443	0	NA	0	NA	450	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	0	0	4240	0	NA	0	NA	450	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	0	0	9683	0	NA	0	NA	550	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	0	0	5443	0	NA	0	NA	550	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	0	0	4240	0	NA	0	NA	550	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	0	0	9683	0	NA	0	NA	650	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	0	0	5443	0	NA	0	NA	650	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	0	0	4240	0	NA	0	NA	650	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	0	10411	2412	10333	1	0.8107	0.8955	0	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	5826	1502	5779	1	0.7937	0.885	0	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	4585	910	4554	1	0.8335	0.9092	0	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	10128	2687	10058	1	0.7892	0.8822	2	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	5706	1618	5663	1	0.7778	0.875	2	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	4422	1069	4395	1	0.8044	0.8916	2	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	10022	2792	9953	1	0.7809	0.877	3	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	5635	1688	5593	1	0.7682	0.8689	3	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	4387	1104	4360	1	0.798	0.8877	3	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	9834	2980	9765	1	0.7662	0.8676	4	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	5480	1843	5438	1	0.7469	0.8551	4	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	4354	1137	4327	1	0.7919	0.8839	4	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	9757	3055	9690	1	0.7603	0.8638	5	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	5430	1891	5390	1	0.7403	0.8508	5	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	4327	1164	4300	1	0.787	0.8808	5	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	9660	3150	9595	1	0.7528	0.859	7	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	5357	1962	5319	1	0.7305	0.8443	7	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	4303	1188	4276	1	0.7826	0.878	7	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	9358	3445	9300	1	0.7297	0.8437	10	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	5127	2187	5094	1	0.6996	0.8233	10	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	4231	1258	4206	1	0.7698	0.8699	10	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	9250	3550	9195	1	0.7215	0.8382	12	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	5047	2264	5017	1	0.6891	0.8159	12	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	4203	1286	4178	1	0.7646	0.8666	12	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	9033	3762	8983	1	0.7048	0.8268	14	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	4894	2412	4869	1	0.6687	0.8015	14	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	4139	1350	4114	1	0.7529	0.859	14	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	8553	4234	8511	1	0.6678	0.8008	21	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	4554	2746	4535	1	0.6229	0.7676	21	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	3999	1488	3976	1	0.7277	0.8424	21	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	8147	4634	8111	1	0.6364	0.7778	27	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	4274	3024	4257	1	0.5847	0.7379	27	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	3873	1610	3854	1	0.7053	0.8272	27	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	7841	4937	7808	1	0.6126	0.7598	35	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	4077	3221	4060	1	0.5576	0.716	35	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	3764	1716	3748	1	0.6859	0.8137	35	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	7357	5415	7330	1	0.5751	0.7302	45	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	3755	3539	3742	1	0.5139	0.6789	45	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	3602	1876	3588	1	0.6567	0.7928	45	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	7066	5699	7046	1	0.5528	0.712	50	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	3578	3714	3567	1	0.4899	0.6576	50	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	3488	1985	3479	1	0.6367	0.778	50	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	6645	6118	6627	1	0.52	0.6842	60	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	3317	3974	3307	1	0.4542	0.6247	60	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	3328	2144	3320	1	0.6076	0.7559	60	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	5969	6790	5955	1	0.4672	0.6369	75	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	2940	4349	2932	1	0.4027	0.5742	75	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	3029	2441	3023	1	0.5533	0.7124	75	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	5327	7427	5318	1	0.4173	0.5889	90	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	2623	4662	2619	1	0.3597	0.5291	90	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	2704	2765	2699	1	0.494	0.6613	90	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	4970	7783	4962	1	0.3893	0.5604	99	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	2441	4844	2437	1	0.3347	0.5015	99	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	2529	2939	2525	1	0.4621	0.6321	99	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	4519	8231	4514	1	0.3542	0.5231	110	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	2192	5090	2191	1	0.3009	0.4626	110	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	2327	3141	2323	1	0.4251	0.5966	110	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	3886	8862	3883	1	0.3047	0.4671	133	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	1866	5415	1866	1	0.2563	0.408	133	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	2020	3447	2017	1	0.3691	0.5392	133	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	3437	9310	3435	1	0.2695	0.4246	167	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	1612	5669	1612	1	0.2214	0.3625	167	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	1825	3641	1823	1	0.3336	0.5003	167	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	3275	9470	3275	1	0.257	0.4089	180	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	1518	5763	1518	1	0.2085	0.3451	180	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	1757	3707	1757	1	0.3216	0.4867	180	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	2309	10436	2309	1	0.1812	0.3068	250	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	1007	6274	1007	1	0.1383	0.243	250	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	1302	4162	1302	1	0.2383	0.3849	250	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	0	12745	0	NA	0	NA	350	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	0	7281	0	NA	0	NA	350	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	0	5464	0	NA	0	NA	350	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	0	12745	0	NA	0	NA	450	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	0	7281	0	NA	0	NA	450	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	0	5464	0	NA	0	NA	450	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	0	12745	0	NA	0	NA	550	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	0	7281	0	NA	0	NA	550	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	0	5464	0	NA	0	NA	550	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	0	0	12745	0	NA	0	NA	650	giab6_hg37	giab_graph_map	HG002	all	call	0.5
INS	0	0	7281	0	NA	0	NA	650	giab6_hg37	giab_graph_map	HG002	all	call	0.5
DEL	0	0	5464	0	NA	0	NA	650	giab6_hg37	giab_graph_map	HG002	all	call	0.5
Total	2133	8252	4493	8252	0.7946	0.6475	0.7135	0	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	1522	4282	2999	4282	0.7378	0.5881	0.6545	0	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	611	3970	1494	3970	0.8666	0.7266	0.7904	0	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	1997	8105	4640	8105	0.8023	0.6359	0.7095	2	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	1461	4223	3058	4223	0.743	0.58	0.6515	2	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	536	3882	1582	3882	0.8787	0.7105	0.7857	2	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	1948	8048	4697	8048	0.8051	0.6315	0.7078	3	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	1427	4186	3095	4186	0.7458	0.5749	0.6493	3	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	521	3862	1602	3862	0.8811	0.7068	0.7844	3	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	1878	7930	4815	7930	0.8085	0.6222	0.7032	4	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	1374	4084	3197	4084	0.7483	0.5609	0.6412	4	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	504	3846	1618	3846	0.8841	0.7039	0.7838	4	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	1843	7888	4857	7888	0.8106	0.6189	0.7019	5	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	1351	4057	3224	4057	0.7502	0.5572	0.6395	5	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	492	3831	1633	3831	0.8862	0.7011	0.7829	5	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	1804	7830	4915	7830	0.8127	0.6144	0.6998	7	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	1320	4015	3266	4015	0.7526	0.5514	0.6365	7	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	484	3815	1649	3815	0.8874	0.6982	0.7815	7	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	1689	7645	5100	7645	0.819	0.5998	0.6925	10	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	1234	3873	3408	3873	0.7584	0.5319	0.6253	10	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	455	3772	1692	3772	0.8924	0.6903	0.7784	10	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	1648	7580	5165	7580	0.8214	0.5947	0.6899	12	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	1202	3827	3454	3827	0.761	0.5256	0.6218	12	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	446	3753	1711	3753	0.8938	0.6869	0.7768	12	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	1567	7446	5299	7446	0.8261	0.5842	0.6844	14	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	1146	3732	3549	3732	0.7651	0.5126	0.6139	14	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	421	3714	1750	3714	0.8982	0.6797	0.7738	14	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	1390	7146	5599	7146	0.8372	0.5607	0.6716	21	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	1015	3526	3755	3526	0.7765	0.4843	0.5965	21	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	375	3620	1844	3620	0.9061	0.6625	0.7654	21	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	1237	6895	5850	6895	0.8479	0.541	0.6605	27	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	899	3363	3918	3363	0.7891	0.4619	0.5827	27	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	338	3532	1932	3532	0.9127	0.6464	0.7568	27	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	1141	6687	6058	6687	0.8542	0.5247	0.6501	35	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	830	3235	4046	3235	0.7958	0.4443	0.5702	35	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	311	3452	2012	3452	0.9174	0.6318	0.7483	35	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	984	6363	6382	6363	0.8661	0.4993	0.6334	45	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	712	3034	4247	3034	0.8099	0.4167	0.5503	45	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	272	3329	2135	3329	0.9245	0.6093	0.7345	45	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	902	6155	6590	6155	0.8722	0.4829	0.6216	50	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	652	2917	4364	2917	0.8173	0.4006	0.5377	50	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	250	3238	2226	3238	0.9283	0.5926	0.7234	50	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	784	5852	6893	5852	0.8819	0.4592	0.6039	60	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	564	2744	4537	2744	0.8295	0.3769	0.5183	60	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	220	3108	2356	3108	0.9339	0.5688	0.707	60	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	639	5318	7427	5318	0.8927	0.4173	0.5687	75	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	460	2468	4813	2468	0.8429	0.339	0.4835	75	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	179	2850	2614	2850	0.9409	0.5216	0.6711	75	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	551	4766	7979	4766	0.8964	0.374	0.5278	90	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	399	2214	5067	2214	0.8473	0.3041	0.4476	90	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	152	2552	2912	2552	0.9438	0.4671	0.6249	90	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	491	4470	8275	4470	0.901	0.3507	0.5049	99	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	355	2077	5204	2077	0.854	0.2853	0.4277	99	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	136	2393	3071	2393	0.9462	0.438	0.5988	99	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	448	4064	8681	4064	0.9007	0.3189	0.471	110	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	323	1862	5419	1862	0.8522	0.2557	0.3934	110	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	125	2202	3262	2202	0.9463	0.403	0.5653	110	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	343	3539	9206	3539	0.9116	0.2777	0.4257	133	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	240	1622	5659	1622	0.8711	0.2228	0.3548	133	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	103	1917	3547	1917	0.949	0.3508	0.5122	133	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	239	3193	9552	3193	0.9304	0.2505	0.3947	167	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	172	1435	5846	1435	0.893	0.1971	0.3229	167	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	67	1758	3706	1758	0.9633	0.3217	0.4823	167	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	206	3063	9682	3063	0.937	0.2403	0.3825	180	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	150	1362	5919	1362	0.9008	0.1871	0.3098	180	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	56	1701	3763	1701	0.9681	0.3113	0.4711	180	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	95	2207	10538	2207	0.9587	0.1732	0.2934	250	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	74	926	6355	926	0.926	0.1272	0.2237	250	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	21	1281	4183	1281	0.9839	0.2344	0.3786	250	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	0	0	12745	0	NA	0	NA	350	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	0	0	7281	0	NA	0	NA	350	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	0	0	5464	0	NA	0	NA	350	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	0	0	12745	0	NA	0	NA	450	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	0	0	7281	0	NA	0	NA	450	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	0	0	5464	0	NA	0	NA	450	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	0	0	12745	0	NA	0	NA	550	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	0	0	7281	0	NA	0	NA	550	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	0	0	5464	0	NA	0	NA	550	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	0	0	12745	0	NA	0	NA	650	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
INS	0	0	7281	0	NA	0	NA	650	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
DEL	0	0	5464	0	NA	0	NA	650	giab6_hg37	giab_graph_map	HG002	all	geno	0.5
Total	0	8278	1432	8251	1	0.8521	0.9201	0	giab6_hg37	giab_graph_map	HG002	highconf	call	0.5
INS	0	4557	905	4538	1	0.8337	0.9093	0	giab6_hg37	giab_graph_map	HG002	highconf	call	0.5
DEL	0	3721	527	3713	1	0.8757	0.9337	0	giab6_hg37	giab_graph_map	HG002	highconf	call	0.5
Total	0	8115	1591	8092	1	0.8357	0.9105	2	giab6_hg37	giab_graph_map	HG002	highconf	call	0.5
INS	0	4480	980	4463	1	0.82	0.9011	2	giab6_hg37	giab_graph_map	HG002	highconf	call	0.5
DEL	0	3635	611	3629	1	0.8559	0.9224	2	giab6_hg37	giab_graph_map	HG002	highconf	call	0.5
Total	0	8037	1669	8014	1	0.8276	0.9057	3	giab6_hg37	giab_graph_map	HG002	highconf	call	0.5
