type	FP	TP	FN	TP.baseline	precision	recall	F1	qual	exp	method	sample	region	eval	min.cov
DEL	29	368	2700	371	0.927	0.1208	0.2137	180	hgsvc	hgsvc_graph_map	HG00514	highconf	call	0.5
Total	21	200	7422	203	0.905	0.0266	0.0517	250	hgsvc	hgsvc_graph_map	HG00514	highconf	call	0.5
INS	14	83	4472	82	0.8557	0.018	0.0353	250	hgsvc	hgsvc_graph_map	HG00514	highconf	call	0.5
DEL	7	117	2950	121	0.9435	0.0394	0.0756	250	hgsvc	hgsvc_graph_map	HG00514	highconf	call	0.5
Total	0	0	7625	0	NA	0	NA	350	hgsvc	hgsvc_graph_map	HG00514	highconf	call	0.5
INS	0	0	4554	0	NA	0	NA	350	hgsvc	hgsvc_graph_map	HG00514	highconf	call	0.5
DEL	0	0	3071	0	NA	0	NA	350	hgsvc	hgsvc_graph_map	HG00514	highconf	call	0.5
Total	0	0	7625	0	NA	0	NA	450	hgsvc	hgsvc_graph_map	HG00514	highconf	call	0.5
INS	0	0	4554	0	NA	0	NA	450	hgsvc	hgsvc_graph_map	HG00514	highconf	call	0.5
DEL	0	0	3071	0	NA	0	NA	450	hgsvc	hgsvc_graph_map	HG00514	highconf	call	0.5
Total	0	0	7625	0	NA	0	NA	550	hgsvc	hgsvc_graph_map	HG00514	highconf	call	0.5
INS	0	0	4554	0	NA	0	NA	550	hgsvc	hgsvc_graph_map	HG00514	highconf	call	0.5
DEL	0	0	3071	0	NA	0	NA	550	hgsvc	hgsvc_graph_map	HG00514	highconf	call	0.5
Total	0	0	7625	0	NA	0	NA	650	hgsvc	hgsvc_graph_map	HG00514	highconf	call	0.5
INS	0	0	4554	0	NA	0	NA	650	hgsvc	hgsvc_graph_map	HG00514	highconf	call	0.5
DEL	0	0	3071	0	NA	0	NA	650	hgsvc	hgsvc_graph_map	HG00514	highconf	call	0.5
Total	1640	4559	1812	4545	0.7354	0.715	0.7251	0	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	1233	2300	1360	2286	0.651	0.627	0.6388	0	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	407	2259	452	2259	0.8473	0.8333	0.8402	0	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	1548	4443	1928	4429	0.7416	0.6967	0.7184	2	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	1177	2241	1419	2227	0.6556	0.6108	0.6324	2	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	371	2202	509	2202	0.8558	0.8122	0.8334	2	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	1484	4376	1993	4364	0.7468	0.6865	0.7154	3	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	1137	2184	1474	2172	0.6576	0.5957	0.6251	3	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	347	2192	519	2192	0.8633	0.8086	0.8351	3	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	1396	4199	2169	4188	0.7505	0.6588	0.7017	4	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	1055	2014	1643	2003	0.6562	0.5494	0.5981	4	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	341	2185	526	2185	0.865	0.806	0.8345	4	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	1355	4162	2204	4153	0.7544	0.6533	0.7002	5	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	1019	1979	1676	1970	0.6601	0.5403	0.5942	5	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	336	2183	528	2183	0.8666	0.8052	0.8348	5	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	1280	4066	2300	4057	0.7606	0.6382	0.694	7	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	946	1885	1770	1876	0.6658	0.5145	0.5805	7	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	334	2181	530	2181	0.8672	0.8045	0.8347	7	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	1111	3877	2487	3870	0.7773	0.6088	0.6828	10	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	821	1721	1932	1714	0.677	0.4701	0.5549	10	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	290	2156	555	2156	0.8814	0.7953	0.8361	10	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	1088	3845	2519	3838	0.7794	0.6037	0.6804	12	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	806	1694	1959	1687	0.6776	0.4627	0.5499	12	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	282	2151	560	2151	0.8841	0.7934	0.8363	12	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	1013	3721	2641	3716	0.786	0.5846	0.6705	14	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	747	1595	2056	1590	0.681	0.4361	0.5317	14	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	266	2126	585	2126	0.8888	0.7842	0.8332	14	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	872	3528	2832	3525	0.8018	0.5545	0.6556	21	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	637	1444	2205	1441	0.6939	0.3952	0.5036	21	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	235	2084	627	2084	0.8987	0.7687	0.8286	21	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	749	3334	3025	3332	0.8166	0.5241	0.6384	27	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	534	1320	2328	1318	0.712	0.3615	0.4795	27	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	215	2014	697	2014	0.9035	0.7429	0.8154	27	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	677	3110	3249	3108	0.8212	0.4889	0.6129	35	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	485	1237	2411	1235	0.7184	0.3387	0.4604	35	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	192	1873	838	1873	0.907	0.6909	0.7843	35	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	577	2745	3614	2743	0.8263	0.4315	0.5669	45	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	417	1073	2575	1071	0.7201	0.2937	0.4172	45	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	160	1672	1039	1672	0.9127	0.6167	0.7361	45	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	509	2540	3819	2538	0.8331	0.3992	0.5398	50	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	358	986	2662	984	0.7336	0.2699	0.3946	50	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	151	1554	1157	1554	0.9114	0.5732	0.7038	50	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	420	2187	4172	2185	0.8389	0.3437	0.4876	60	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	289	866	2782	864	0.7498	0.237	0.3602	60	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	131	1321	1390	1321	0.9098	0.4873	0.6347	60	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	324	1704	4653	1704	0.8402	0.2681	0.4065	75	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	221	677	2969	677	0.7539	0.1857	0.298	75	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	103	1027	1684	1027	0.9088	0.3788	0.5347	75	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	270	1375	4982	1375	0.8359	0.2163	0.3437	90	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	180	551	3095	551	0.7538	0.1511	0.2517	90	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	90	824	1887	824	0.9015	0.3039	0.4546	90	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	234	1261	5096	1261	0.8435	0.1984	0.3212	99	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	150	495	3151	495	0.7674	0.1358	0.2308	99	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	84	766	1945	766	0.9012	0.2826	0.4303	99	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	208	1139	5218	1139	0.8456	0.1792	0.2957	110	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	133	444	3202	444	0.7695	0.1218	0.2103	110	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	75	695	2016	695	0.9026	0.2564	0.3994	110	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	153	890	5467	890	0.8533	0.14	0.2405	133	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	96	343	3303	343	0.7813	0.0941	0.168	133	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	57	547	2164	547	0.9056	0.2018	0.3301	133	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	101	610	5747	610	0.8579	0.096	0.1727	167	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	58	218	3428	218	0.7899	0.0598	0.1112	167	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	43	392	2319	392	0.9011	0.1446	0.2492	167	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	85	547	5810	547	0.8655	0.086	0.1565	180	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	48	191	3455	191	0.7992	0.0524	0.0984	180	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	37	356	2355	356	0.9059	0.1313	0.2294	180	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	29	186	6171	186	0.8651	0.0293	0.0567	250	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	16	77	3569	77	0.828	0.0211	0.0412	250	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	13	109	2602	109	0.8934	0.0402	0.0769	250	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	0	0	6357	0	NA	0	NA	350	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	0	0	3646	0	NA	0	NA	350	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	0	0	2711	0	NA	0	NA	350	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	0	0	6357	0	NA	0	NA	450	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	0	0	3646	0	NA	0	NA	450	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	0	0	2711	0	NA	0	NA	450	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	0	0	6357	0	NA	0	NA	550	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	0	0	3646	0	NA	0	NA	550	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	0	0	2711	0	NA	0	NA	550	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
Total	0	0	6357	0	NA	0	NA	650	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
INS	0	0	3646	0	NA	0	NA	650	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
DEL	0	0	2711	0	NA	0	NA	650	hgsvc	hgsvc_graph_map	HG00514	highconf	geno	0.5
