type	FP	TP	FN	TP.baseline	precision	recall	F1	qual	exp	method	sample	region	eval	min.cov
DEL	0	0	3071	0	NA	0	NA	450	hgsvc	hsvlr_graph	HG00514	highconf	call	0.5
Total	0	0	7625	0	NA	0	NA	550	hgsvc	hsvlr_graph	HG00514	highconf	call	0.5
INS	0	0	4554	0	NA	0	NA	550	hgsvc	hsvlr_graph	HG00514	highconf	call	0.5
DEL	0	0	3071	0	NA	0	NA	550	hgsvc	hsvlr_graph	HG00514	highconf	call	0.5
Total	0	0	7625	0	NA	0	NA	650	hgsvc	hsvlr_graph	HG00514	highconf	call	0.5
INS	0	0	4554	0	NA	0	NA	650	hgsvc	hsvlr_graph	HG00514	highconf	call	0.5
DEL	0	0	3071	0	NA	0	NA	650	hgsvc	hsvlr_graph	HG00514	highconf	call	0.5
Total	1476	5031	1396	4961	0.7732	0.7804	0.7768	0	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	1160	2799	914	2732	0.707	0.7493	0.7275	0	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	316	2232	482	2229	0.876	0.8222	0.8482	0	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	1327	4903	1513	4844	0.787	0.762	0.7743	2	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	1046	2709	993	2653	0.7214	0.7276	0.7245	2	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	281	2194	520	2191	0.8865	0.8082	0.8455	2	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	1271	4861	1553	4804	0.7927	0.7557	0.7738	3	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	1009	2676	1024	2622	0.7262	0.7191	0.7226	3	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	262	2185	529	2182	0.8929	0.8049	0.8466	3	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	1193	4801	1604	4753	0.801	0.7477	0.7734	4	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	937	2618	1073	2573	0.7364	0.7057	0.7207	4	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	256	2183	531	2180	0.895	0.8041	0.8471	4	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	1167	4780	1623	4734	0.8038	0.7447	0.7731	5	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	913	2600	1089	2557	0.7401	0.7013	0.7202	5	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	254	2180	534	2177	0.8956	0.803	0.8468	5	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	1127	4741	1660	4697	0.8079	0.7389	0.7719	7	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	881	2563	1124	2522	0.7442	0.6917	0.717	7	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	246	2178	536	2175	0.8985	0.8023	0.8477	7	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	1023	4615	1783	4574	0.8186	0.7195	0.7659	10	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	801	2456	1228	2418	0.7541	0.6632	0.7057	10	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	222	2159	555	2156	0.9068	0.7953	0.8474	10	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	985	4575	1823	4534	0.8228	0.7132	0.7641	12	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	772	2423	1261	2385	0.7584	0.6541	0.7024	12	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	213	2152	562	2149	0.9099	0.7927	0.8473	12	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	930	4436	1958	4399	0.8267	0.692	0.7534	14	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	724	2309	1371	2275	0.7613	0.624	0.6858	14	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	206	2127	587	2124	0.9117	0.7835	0.8428	14	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	776	4118	2266	4091	0.8414	0.6435	0.7293	21	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	591	2047	1623	2023	0.776	0.5549	0.6471	21	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	185	2071	643	2068	0.918	0.7628	0.8332	21	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	670	3842	2533	3824	0.8515	0.6015	0.705	27	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	503	1842	1819	1827	0.7855	0.5011	0.6119	27	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	167	2000	714	1997	0.9229	0.7366	0.8193	27	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	584	3569	2805	3552	0.8594	0.5588	0.6772	35	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	431	1676	1985	1661	0.7954	0.4556	0.5794	35	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	153	1893	820	1891	0.9252	0.6975	0.7954	35	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	460	3090	3282	3075	0.8704	0.4837	0.6218	45	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	330	1419	2240	1406	0.8113	0.3856	0.5227	45	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	130	1671	1042	1669	0.9278	0.6156	0.7401	45	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	408	2834	3536	2821	0.8742	0.4438	0.5887	50	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	289	1302	2355	1291	0.8184	0.3541	0.4943	50	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	119	1532	1181	1530	0.9279	0.5644	0.7019	50	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	342	2401	3967	2390	0.8753	0.376	0.526	60	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	239	1128	2527	1119	0.8252	0.3069	0.4474	60	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	103	1273	1440	1271	0.9251	0.4688	0.6223	60	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	268	1815	4551	1806	0.8713	0.2841	0.4285	75	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	184	883	2770	876	0.8276	0.2403	0.3725	75	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	84	932	1781	930	0.9173	0.343	0.4993	75	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	214	1449	4915	1442	0.8713	0.2268	0.3599	90	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	140	694	2957	689	0.8321	0.189	0.308	90	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	74	755	1958	753	0.9107	0.2778	0.4257	90	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	187	1318	5046	1311	0.8757	0.2062	0.3338	99	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	121	617	3034	612	0.836	0.1679	0.2796	99	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	66	701	2012	699	0.914	0.2578	0.4022	99	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	161	1187	5177	1180	0.8806	0.1856	0.3066	110	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	106	542	3109	537	0.8364	0.1473	0.2505	110	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	55	645	2068	643	0.9214	0.2372	0.3773	110	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	125	912	5451	906	0.8795	0.1425	0.2453	133	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	80	382	3268	378	0.8268	0.1037	0.1843	133	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	45	530	2183	528	0.9217	0.1948	0.3216	133	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	83	615	5746	611	0.8811	0.0961	0.1733	167	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	48	223	3426	220	0.8229	0.0603	0.1124	167	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	35	392	2320	391	0.918	0.1442	0.2492	167	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	69	551	5809	548	0.8887	0.0862	0.1572	180	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	40	192	3456	190	0.8276	0.0521	0.098	180	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	29	359	2353	358	0.9253	0.1321	0.2312	180	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	25	201	6156	201	0.8894	0.0316	0.061	250	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	14	75	3571	75	0.8427	0.0206	0.0402	250	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	11	126	2585	126	0.9197	0.0465	0.0885	250	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	0	0	6357	0	NA	0	NA	350	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	0	0	3646	0	NA	0	NA	350	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	0	0	2711	0	NA	0	NA	350	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	0	0	6357	0	NA	0	NA	450	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	0	0	3646	0	NA	0	NA	450	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	0	0	2711	0	NA	0	NA	450	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	0	0	6357	0	NA	0	NA	550	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	0	0	3646	0	NA	0	NA	550	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	0	0	2711	0	NA	0	NA	550	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	0	0	6357	0	NA	0	NA	650	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
INS	0	0	3646	0	NA	0	NA	650	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
DEL	0	0	2711	0	NA	0	NA	650	hgsvc	hsvlr_graph	HG00514	highconf	geno	0.5
Total	4932	24292	4547	26308	0.8312	0.8526	0.8418	0	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	2419	15136	2703	16242	0.8622	0.8573	0.8597	0	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	2513	9156	1844	10066	0.7846	0.8452	0.8138	0	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	3786	18923	8429	22426	0.8333	0.7268	0.7764	2	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	1927	11770	4963	13982	0.8593	0.738	0.794	2	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	1859	7153	3466	8444	0.7937	0.709	0.749	2	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	3635	18416	8905	21950	0.8352	0.7114	0.7683	3	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	1856	11432	5276	13669	0.8603	0.7215	0.7848	3	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	1779	6984	3629	8281	0.797	0.6953	0.7427	3	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	3443	17565	9789	21066	0.8361	0.6827	0.7517	4	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	1739	10814	5917	13028	0.8615	0.6877	0.7649	4	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	1704	6751	3872	8038	0.7985	0.6749	0.7315	4	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	3348	17245	10142	20713	0.8374	0.6713	0.7452	5	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	1679	10599	6136	12809	0.8633	0.6761	0.7583	5	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	1669	6646	4006	7904	0.7993	0.6636	0.7252	5	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	3210	16723	10672	20183	0.839	0.6541	0.7351	7	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	1602	10244	6475	12470	0.8648	0.6582	0.7475	7	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	1608	6479	4197	7713	0.8012	0.6476	0.7163	7	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	2939	15677	11810	19045	0.8421	0.6172	0.7123	10	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	1464	9538	7247	11698	0.8669	0.6175	0.7212	10	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	1475	6139	4563	7347	0.8063	0.6169	0.699	10	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	2846	15371	12124	18731	0.8438	0.6071	0.7061	12	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	1414	9328	7458	11487	0.8684	0.6063	0.7141	12	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	1432	6043	4666	7244	0.8084	0.6082	0.6942	12	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	2704	14690	12866	17989	0.8445	0.583	0.6898	14	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	1347	8818	7994	10951	0.8675	0.578	0.6938	14	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	1357	5872	4872	7038	0.8123	0.5909	0.6841	14	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	2262	12814	15018	15837	0.85	0.5133	0.6401	21	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	1125	7541	9438	9507	0.8702	0.5018	0.6365	21	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	1137	5273	5580	6330	0.8226	0.5315	0.6458	21	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	1815	10636	17704	13151	0.8542	0.4262	0.5687	27	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	899	6141	11135	7810	0.8723	0.4122	0.5598	27	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	916	4495	6569	5341	0.8307	0.4484	0.5824	27	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	1639	9641	18904	11951	0.8547	0.3873	0.5331	35	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	828	5518	11906	7039	0.8695	0.3715	0.5206	35	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	811	4123	6998	4912	0.8356	0.4124	0.5522	35	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	1380	8148	20723	10132	0.8552	0.3284	0.4746	45	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	701	4609	13021	5924	0.868	0.3127	0.4598	45	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	679	3539	7702	4208	0.839	0.3533	0.4972	45	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	1233	7267	21798	9057	0.8549	0.2935	0.437	50	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	630	4128	13620	5325	0.8676	0.2811	0.4246	50	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	603	3139	8178	3732	0.8389	0.3134	0.4563	50	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	1071	6244	23123	7732	0.8536	0.2506	0.3875	60	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	552	3557	14363	4582	0.8657	0.2419	0.3781	60	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	519	2687	8760	3150	0.8381	0.2645	0.4021	60	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	859	4820	24948	5907	0.8487	0.1914	0.3124	75	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	443	2756	15433	3512	0.8615	0.1854	0.3051	75	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	416	2064	9515	2395	0.8323	0.2011	0.3239	75	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	749	4076	25832	5023	0.8448	0.1628	0.273	90	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	394	2336	15918	3027	0.8557	0.1598	0.2693	90	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	355	1740	9914	1996	0.8305	0.1676	0.2789	90	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	661	3630	26377	4478	0.846	0.1451	0.2477	99	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	355	2081	16242	2703	0.8543	0.1427	0.2446	99	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	306	1549	10135	1775	0.835	0.149	0.2529	99	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	594	3231	26873	3982	0.8447	0.1291	0.224	110	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	317	1843	16579	2366	0.8532	0.1249	0.2179	110	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	277	1388	10294	1616	0.8336	0.1357	0.2334	110	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	449	2418	27867	2988	0.8434	0.0968	0.1737	133	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	250	1367	17189	1756	0.8454	0.0927	0.1671	133	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	199	1051	10678	1232	0.8408	0.1034	0.1842	133	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	295	1530	28967	1888	0.8384	0.0612	0.1141	167	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	164	861	17827	1118	0.84	0.059	0.1103	167	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	131	669	11140	770	0.8362	0.0647	0.1201	167	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	254	1323	29226	1629	0.8389	0.0528	0.0993	180	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	144	740	17983	962	0.8371	0.0508	0.0958	180	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	110	583	11243	667	0.8413	0.056	0.105	180	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	102	485	30216	639	0.8262	0.0207	0.0404	250	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	67	290	18543	402	0.8123	0.0212	0.0413	250	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	35	195	11673	237	0.8478	0.0199	0.0389	250	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	0	0	30855	0	NA	0	NA	350	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	0	0	18945	0	NA	0	NA	350	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	0	0	11910	0	NA	0	NA	350	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	0	0	30855	0	NA	0	NA	450	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	0	0	18945	0	NA	0	NA	450	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	0	0	11910	0	NA	0	NA	450	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	0	0	30855	0	NA	0	NA	550	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	0	0	18945	0	NA	0	NA	550	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	0	0	11910	0	NA	0	NA	550	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	0	0	30855	0	NA	0	NA	650	hgsvc	hsvlr_graph	HG00733	all	call	0.5
INS	0	0	18945	0	NA	0	NA	650	hgsvc	hsvlr_graph	HG00733	all	call	0.5
DEL	0	0	11910	0	NA	0	NA	650	hgsvc	hsvlr_graph	HG00733	all	call	0.5
Total	12277	14657	10928	14657	0.5442	0.5729	0.5582	0	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	7441	8553	6773	8553	0.5348	0.5581	0.5462	0	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	4836	6104	4155	6104	0.558	0.595	0.5759	0	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	8936	12561	13024	12561	0.5843	0.491	0.5336	2	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	5670	7261	8065	7261	0.5615	0.4738	0.5139	2	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	3266	5300	4959	5300	0.6187	0.5166	0.5631	2	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	8548	12350	13235	12350	0.591	0.4827	0.5314	3	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	5415	7133	8193	7133	0.5685	0.4654	0.5118	3	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	3133	5217	5042	5217	0.6248	0.5085	0.5607	3	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	7964	11951	13634	11951	0.6001	0.4671	0.5253	4	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	5000	6856	8470	6856	0.5783	0.4473	0.5044	4	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	2964	5095	5164	5095	0.6322	0.4966	0.5563	4	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	7737	11795	13790	11795	0.6039	0.461	0.5229	5	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	4850	6753	8573	6753	0.582	0.4406	0.5015	5	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	2887	5042	5217	5042	0.6359	0.4915	0.5545	5	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	7376	11543	14042	11543	0.6101	0.4512	0.5188	7	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	4606	6599	8727	6599	0.5889	0.4306	0.4975	7	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	2770	4944	5315	4944	0.6409	0.4819	0.5501	7	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	6616	11041	14544	11041	0.6253	0.4315	0.5106	10	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	4127	6260	9066	6260	0.6027	0.4085	0.487	10	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	2489	4781	5478	4781	0.6576	0.466	0.5455	10	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	6341	10845	14740	10845	0.631	0.4239	0.5071	12	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	3945	6124	9202	6124	0.6082	0.3996	0.4823	12	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	2396	4721	5538	4721	0.6633	0.4602	0.5434	12	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	5915	10449	15136	10449	0.6385	0.4084	0.4982	14	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	3651	5831	9495	5831	0.615	0.3805	0.4701	14	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	2264	4618	5641	4618	0.671	0.4501	0.5388	14	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	4826	9388	16197	9388	0.6605	0.3669	0.4717	21	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	2959	5145	10181	5145	0.6349	0.3357	0.4392	21	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	1867	4243	6016	4243	0.6944	0.4136	0.5184	21	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	3718	8169	17416	8169	0.6872	0.3193	0.436	27	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	2297	4386	10940	4386	0.6563	0.2862	0.3986	27	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	1421	3783	6476	3783	0.7269	0.3687	0.4892	27	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	3232	7475	18110	7475	0.6981	0.2922	0.412	35	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	2000	3982	11344	3982	0.6657	0.2598	0.3737	35	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	1232	3493	6766	3493	0.7393	0.3405	0.4663	35	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	2625	6378	19207	6378	0.7084	0.2493	0.3688	45	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	1598	3367	11959	3367	0.6781	0.2197	0.3319	45	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	1027	3011	7248	3011	0.7457	0.2935	0.4212	45	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	2289	5743	19842	5743	0.715	0.2245	0.3417	50	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	1390	3055	12271	3055	0.6873	0.1993	0.309	50	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	899	2688	7571	2688	0.7494	0.262	0.3883	50	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	1916	4977	20608	4977	0.722	0.1945	0.3064	60	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	1165	2666	12660	2666	0.6959	0.174	0.2784	60	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	751	2311	7948	2311	0.7547	0.2253	0.347	60	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	1472	3865	21720	3865	0.7242	0.1511	0.25	75	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	881	2089	13237	2089	0.7034	0.1363	0.2284	75	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	591	1776	8483	1776	0.7503	0.1731	0.2813	75	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	1237	3263	22322	3263	0.7251	0.1275	0.2169	90	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	746	1756	13570	1756	0.7018	0.1146	0.197	90	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	491	1507	8752	1507	0.7543	0.1469	0.2459	90	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	1083	2918	22667	2918	0.7293	0.1141	0.1973	99	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	662	1566	13760	1566	0.7029	0.1022	0.1785	99	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	421	1352	8907	1352	0.7625	0.1318	0.2248	99	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	942	2623	22962	2623	0.7358	0.1025	0.1799	110	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	574	1394	13932	1394	0.7083	0.091	0.1613	110	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	368	1229	9030	1229	0.7696	0.1198	0.2073	110	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	680	1969	23616	1969	0.7433	0.077	0.1395	133	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	424	1027	14299	1027	0.7078	0.067	0.1224	133	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	256	942	9317	942	0.7863	0.0918	0.1644	133	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	413	1240	24345	1240	0.7502	0.0485	0.0911	167	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	260	636	14690	636	0.7098	0.0415	0.0784	167	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	153	604	9655	604	0.7979	0.0589	0.1097	167	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
Total	349	1074	24511	1074	0.7547	0.042	0.0796	180	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
INS	219	552	14774	552	0.716	0.036	0.0686	180	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
DEL	130	522	9737	522	0.8006	0.0509	0.0957	180	hgsvc	hsvlr_graph	HG00733	all	geno	0.5
